source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant,zh_CN_standard,zh_CN_target,same_source_alternatives
SN Stremitelny,神速,zh-CN,en,701061,驱逐,北方联合,,神速,神速,
SN Svirepy,凶猛,zh-CN,en,701121,驱逐,北方联合,,凶猛,凶猛,
SN Tallinn,塔林,zh-CN,en,703011,重巡,北方联合,,塔林,塔林,
SN Tashkent,塔什干,zh-CN,en,701041,驱逐,北方联合,,塔什干,塔什干,塔什干 [北方联合 驱逐] | 塔什干(μ兵装) [北方联合 驱逐]
SN Tashkent,塔什干(μ兵装),zh-CN,en,701051,驱逐,北方联合,μ兵装,塔什干(μ兵装),塔什干(μ兵装),塔什干 [北方联合 驱逐] | 塔什干(μ兵装) [北方联合 驱逐]
SN Volga,伏尔加,zh-CN,en,707011,正航,北方联合,,伏尔加,伏尔加,
SN Voroshilov,伏罗希洛夫,zh-CN,en,702071,轻巡,北方联合,,伏罗希洛夫,伏罗希洛夫,
Soobrazitelny,灵敏,zh-CN,en,701091,驱逐,北方联合,,灵敏,灵敏,
Souryuu,蛟,zh-CN,en,307031,正航,重樱,,苍龙,蛟,
Souryuu META,蛟·META,zh-CN,en,9707031,正航,META,META,苍龙·META,蛟·META,
South Dakota,南达科他,zh-CN,en,105141,战列,白鹰,,南达科他,南达科他,
Southampton,南安普顿,zh-CN,en,202071,轻巡,皇家,,南安普顿,南安普顿,
Sovetskaya Belorussiya,苏维埃贝拉罗斯,zh-CN,en,705041,战列,北方联合,,苏维埃贝拉罗斯,苏维埃贝拉罗斯,
Sovetskaya Rossiya,苏维埃罗西亚,zh-CN,en,705051,战列,北方联合,,苏维埃罗西亚,苏维埃罗西亚,
Sovetsky Soyuz,苏维埃萨尤斯,zh-CN,en,705021,战列,北方联合,,苏维埃同盟,苏维埃萨尤斯,
Specialized Bulin Custom MKIII,特装型布里MKIII,zh-CN,en,100021,驱逐,通用,,特装型布里MKIII,特装型布里MKIII,
Spence,斯彭斯,zh-CN,en,101151,驱逐,白鹰,,斯彭斯,斯彭斯,
St. Louis,圣路易斯,zh-CN,en,102131,轻巡,白鹰,,圣路易斯,圣路易斯,
Stanly,斯坦利,zh-CN,en,101411,驱逐,白鹰,,斯坦利,斯坦利,
Stephen Potter,史蒂芬·波特,zh-CN,en,101461,驱逐,白鹰,,史蒂芬·波特,史蒂芬·波特,
Strasbourg,斯特拉斯堡,zh-CN,en,900446,战巡,维希教廷,,斯特拉斯堡,斯特拉斯堡,
Stremitelny,神速,zh-CN,en,701061,驱逐,北方联合,,神速,神速,
Suffolk,萨福克,zh-CN,en,203041,重巡,皇家,,萨福克,萨福克,
Suffren,絮弗伦,zh-CN,en,803011,重巡,自由鸢尾,,絮弗伦,絮弗伦,
Super Gamer Kizuna AI,绊爱·SuperGamer,zh-CN,en,10400041,战列,联动阵营,,绊爱·SuperGamer,绊爱·SuperGamer,
Surcouf,絮库夫,zh-CN,en,808011,潜艇,自由鸢尾,,絮库夫,絮库夫,
Suruga,鲪,zh-CN,en,305141,战列,重樱,,骏河,鲪,
Sussex,苏塞克斯,zh-CN,en,203091,重巡,皇家,,苏塞克斯,苏塞克斯,
Suzunami,椋,zh-CN,en,301911,驱逐,重樱,,凉波,椋,
Suzutsuki,栎,zh-CN,en,301841,驱逐,重樱,,凉月,栎,
Suzuya,狺,zh-CN,en,303171,重巡,重樱,,铃谷,狺,
Svirepy,凶猛,zh-CN,en,701121,驱逐,北方联合,,凶猛,凶猛,
Swiftsure,确捷,zh-CN,en,202231,轻巡,皇家,,确捷,确捷,
São Martinho,圣马丁号,zh-CN,en,900463,风帆,飓风船团,,圣马丁号,圣马丁号,
Taekaze,杪,zh-CN,en,301921,驱逐,重樱,,妙风,杪,
Tai Yuan,太原,zh-CN,en,501041,驱逐,东煌,,太原,太原,
Taihou,鹩,zh-CN,en,307071,正航,重樱,,大凤,鹩,
Taihou META,鹩·META,zh-CN,en,9707051,正航,META,META,大凤·META,鹩·META,
Taihou μ,鹩(μ兵装),zh-CN,en,307111,正航,重樱,μ兵装,大凤(μ兵装),鹩(μ兵装),
Taihou-chan,小鹩,zh-CN,en,307131,正航,重樱,,小大凤,小鹩,
Taihō.META,鹩·META,zh-CN,en,9707051,正航,META,META,大凤·META,鹩·META,
Takao,獒,zh-CN,en,303111,重巡,重樱,,高雄,獒,
Tallinn,塔林,zh-CN,en,703011,重巡,北方联合,,塔林,塔林,
Tamaki,环,zh-CN,en,10600091,战巡,联动阵营,,环,环,
Tanikaze,栭,zh-CN,en,301621,驱逐,重樱,,谷风,栭,
Tartu,塔尔图,zh-CN,en,901021,驱逐,维希教廷,,塔尔图,塔尔图,
Tashkent,塔什干,zh-CN,en,701041,驱逐,北方联合,,塔什干,塔什干,
Tashkent μ,塔什干(μ兵装),zh-CN,en,701051,驱逐,北方联合,μ兵装,塔什干(μ兵装),塔什干(μ兵装),
Tennessee,田纳西,zh-CN,en,105071,战列,白鹰,,田纳西,田纳西,
Terror,恐怖,zh-CN,en,213021,重炮,皇家,,恐怖,恐怖,
Thatcher,撒切尔,zh-CN,en,101121,驱逐,白鹰,,撒切尔,撒切尔,
The 2nd,第二代,zh-CN,en,10800081,航战,联动阵营,,第二代,第二代,
Theseus,忒修斯,zh-CN,en,206081,轻航,皇家,,忒修斯,忒修斯,
Thüringen,特鲁德,zh-CN,en,405041,战列,铁血,,图林根,特鲁德,
Ticonderoga,卡莉永,zh-CN,en,107141,正航,白鹰,,提康德罗加,卡莉永,
Ting An,定安,zh-CN,en,519011,运输,东煌,,定安,定安,
Tirpitz,阿尔芙莉达,zh-CN,en,405021,战列,铁血,,提尔比茨,阿尔芙莉达,
Tohka Yatogami,夜刀神十香,zh-CN,en,11500011,重巡,联动阵营,,夜刀神十香,夜刀神十香,
Tokino Sora,时乃空,zh-CN,en,900804,正航,联动阵营,,时乃空,时乃空,
Tokisaki Kurumi,时崎狂三,zh-CN,en,11500051,轻巡,联动阵营,,时崎狂三,时崎狂三,
Tone,猑,zh-CN,en,900013,战列,铁血,,利根,猑,
Torricelli,托里拆利,zh-CN,en,608011,潜艇,撒丁帝国,,托里拆利,托里拆利,
Tosa,䲠,zh-CN,en,305081,战列,重樱,,土佐,䲠,
Trafalgar,特拉法尔加,zh-CN,en,201381,驱逐,皇家,,特拉法尔加,特拉法尔加,
Trento,特伦托,zh-CN,en,603011,重巡,撒丁帝国,,特伦托,特伦托,
Trento META,特伦托·META,zh-CN,en,900490,重巡,META,META,特伦托·META,特伦托·META,
Trento.META,特伦托·META,zh-CN,en,900490,重巡,META,META,特伦托·META,特伦托·META,
Trial Bulin MKII,试作型布里MKII,zh-CN,en,900324,驱逐,通用,II型,试作型布里MKII,试作型布里MKII,
Trieste,的里雅斯特,zh-CN,en,603041,重巡,撒丁帝国,,的里雅斯特,的里雅斯特,
Trinidad,特立尼达,zh-CN,en,202361,轻巡,皇家,,特立尼达,特立尼达,
Tsukushi,筑紫,zh-CN,en,10600131,驱逐,联动阵营,,筑紫,筑紫,
U-101,优伊欧伊,zh-CN,en,408061,潜艇,铁血,,U-101,优伊欧伊,
U-110,优伊伊丽,zh-CN,en,408081,潜艇,铁血,,U-110,优伊伊丽,
U-1206,优伊妮欧露,zh-CN,en,408121,潜艇,铁血,,U-1206,优伊妮欧露,
U-31,优咪伊,zh-CN,en,408131,潜艇,铁血,,U-31,优咪伊,
U-37,优米娜,zh-CN,en,408101,潜艇,铁血,,U-37,优米娜,
U-410,优斯伊丽,zh-CN,en,408111,潜艇,铁血,,U-410,优斯伊丽,
U-47,优希娜,zh-CN,en,408021,潜艇,铁血,,U-47,优希娜,
U-522,优柯妮妮,zh-CN,en,408071,潜艇,铁血,,U-522,优柯妮妮,
U-552,优可可妮,zh-CN,en,408141,潜艇,铁血,,U-552,优可可妮,
U-556,优可可洛,zh-CN,en,408041,潜艇,铁血,,U-556,优可可洛,
U-556 META,优可可洛·META,zh-CN,en,9708011,潜艇,META,META,U-556·META,优可可洛·META,
U-556.META,优可可洛·META,zh-CN,en,9708011,潜艇,META,META,U-556·META,优可可洛·META,
U-557,优可可娜,zh-CN,en,408031,潜艇,铁血,,U-557,优可可娜,
U-73,优娜米,zh-CN,en,408051,潜艇,铁血,,U-73,优娜米,
U-81,优哈依,zh-CN,en,408011,潜艇,铁血,,U-81,优哈依,
U-96,优玖露,zh-CN,en,408091,潜艇,铁血,,U-96,优玖露,
Ugolino Vivaldi,乌戈里诺·维瓦尔迪,zh-CN,en,601121,驱逐,撒丁帝国,,乌戈里诺·维瓦尔迪,乌戈里诺·维瓦尔迪,
Ulrich von Hutten,乌尔里克·冯·胡贝尔,zh-CN,en,405031,战列,铁血,,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
Umikaze,菪,zh-CN,en,301471,驱逐,重樱,,海风,菪,
Unicorn,独角兽,zh-CN,en,206031,轻航,皇家,,独角兽,独角兽,独角兽 [皇家 轻航] | 独角兽-见习神官 [通用 轻航]
Unicorn,独角兽-见习神官,zh-CN,en,900415,轻航,通用,,独角兽-见习神官,独角兽-见习神官,独角兽 [皇家 轻航] | 独角兽-见习神官 [通用 轻航]
UNIV Trial Bulin MKII,试作型布里MKII,zh-CN,en,100011,驱逐,通用,II型,试作型布里MKII,试作型布里MKII,
UNIV Ultra Bulin MKIII,特装型布里MKIII,zh-CN,en,100021,驱逐,通用,,特装型布里MKIII,特装型布里MKIII,
UNIV Universal Bulin,泛用型布里,zh-CN,en,100001,驱逐,通用,,泛用型布里,泛用型布里,
Universal Bulin,泛用型布里,zh-CN,en,100001,驱逐,通用,,泛用型布里,泛用型布里,
Unryuu,靇,zh-CN,en,307171,正航,重樱,,云龙,靇,
Unzen,猃,zh-CN,en,303191,重巡,重樱,,云仙,猃,
Urakaze,槆,zh-CN,en,301591,驱逐,重樱,,浦风,槆,
Uranami,朴,zh-CN,en,301721,驱逐,重樱,,浦波,朴,
USS Alabama,阿拉巴马,zh-CN,en,105201,战列,白鹰,,阿拉巴马,阿拉巴马,
USS Albacore,大青花鱼,zh-CN,en,108021,潜艇,白鹰,,大青花鱼,大青花鱼,大青花鱼 [白鹰 潜艇] | 大青花鱼(μ兵装) [白鹰 潜艇]
USS Albacore,大青花鱼(μ兵装),zh-CN,en,108051,潜艇,白鹰,μ兵装,大青花鱼(μ兵装),大青花鱼(μ兵装),大青花鱼 [白鹰 潜艇] | 大青花鱼(μ兵装) [白鹰 潜艇]
USS Allen M. Sumner,艾伦·萨姆纳,zh-CN,en,101451,驱逐,白鹰,,艾伦·萨姆纳,艾伦·萨姆纳,
USS Anchorage,安克雷奇,zh-CN,en,199031,重巡,白鹰,,安克雷奇,安克雷奇,小安克雷奇 [白鹰 重巡] | 安克雷奇 [白鹰 重巡]
USS Anchorage,小安克雷奇,zh-CN,en,103291,重巡,白鹰,,小安克雷奇,小安克雷奇,小安克雷奇 [白鹰 重巡] | 安克雷奇 [白鹰 重巡]
USS Archerfish,喷水鱼,zh-CN,en,108061,潜艇,白鹰,,射水鱼,喷水鱼,
USS Arizona,亚利桑那,zh-CN,en,105041,战列,白鹰,,亚利桑那,亚利桑那,
USS Astoria,阿斯托利亚,zh-CN,en,103081,重巡,白鹰,,阿斯托利亚,阿斯托利亚,
USS Atlanta,亚特兰大,zh-CN,en,102061,轻巡,白鹰,,亚特兰大,亚特兰大,
USS Aulick,奥利克,zh-CN,en,101131,驱逐,白鹰,,奥利克,奥利克,
USS Aylwin,艾尔温,zh-CN,en,101401,驱逐,白鹰,,艾尔温,艾尔温,
USS Bache,贝奇,zh-CN,en,101351,驱逐,白鹰,,贝奇,贝奇,
USS Bailey,贝利,zh-CN,en,101271,驱逐,白鹰,,贝利,贝利,
USS Baltimore,巴尔的摩,zh-CN,en,103161,重巡,白鹰,,巴尔的摩,巴尔的摩,巴尔的摩 [白鹰 重巡] | 巴尔的摩(μ兵装) [白鹰 重巡]
USS Baltimore,巴尔的摩(μ兵装),zh-CN,en,103251,重巡,白鹰,μ兵装,巴尔的摩(μ兵装),巴尔的摩(μ兵装),巴尔的摩 [白鹰 重巡] | 巴尔的摩(μ兵装) [白鹰 重巡]
USS Bataan,巴丹,zh-CN,en,107291,轻航,白鹰,,巴丹,巴丹,
USS Bell,贝尔,zh-CN,en,101521,驱逐,白鹰,,贝尔,贝尔,
USS Benson,本森,zh-CN,en,101161,驱逐,白鹰,,本森,本森,
USS Biloxi,比洛克西,zh-CN,en,102251,轻巡,白鹰,,比洛克西,比洛克西,
USS Birmingham,伯明翰,zh-CN,en,102231,轻巡,白鹰,,伯明翰,伯明翰,
USS Bluegill,蓝鳃鱼,zh-CN,en,108041,潜艇,白鹰,,蓝鳃鱼,蓝鳃鱼,
USS Bogue,博格,zh-CN,en,106021,轻航,白鹰,,博格,博格,
USS Boise,树城,zh-CN,en,102291,轻巡,白鹰,,博伊西,树城,树城 [白鹰 轻巡] | 树城(μ兵装) [白鹰 轻巡]
USS Boise,树城(μ兵装),zh-CN,en,102321,轻巡,白鹰,μ兵装,博伊西(μ兵装),树城(μ兵装),树城 [白鹰 轻巡] | 树城(μ兵装) [白鹰 轻巡]
USS Bremerton,布莱默顿,zh-CN,en,103241,重巡,白鹰,,布莱默顿,布莱默顿,
USS Bristol,布里斯托尔,zh-CN,en,101491,驱逐,白鹰,,布里斯托尔,布里斯托尔,
USS Brooklyn,布鲁克林,zh-CN,en,102031,轻巡,白鹰,,布鲁克林,布鲁克林,
USS Bunker Hill,邦克山,zh-CN,en,107171,正航,白鹰,,邦克山,邦克山,
USS Bush,布什,zh-CN,en,101331,驱逐,白鹰,,布什,布什,
USS California,加利福尼亚,zh-CN,en,105081,战列,白鹰,,加利福尼亚,加利福尼亚,
USS Casablanca,卡萨布兰卡,zh-CN,en,106551,轻航,白鹰,,卡萨布兰卡,卡萨布兰卡,
USS Cassin,卡辛,zh-CN,en,101031,驱逐,白鹰,,卡辛,卡辛,
USS Cavalla,棘鳍,zh-CN,en,108031,潜艇,白鹰,,棘鳍,棘鳍,
USS Charles Ausburne,查尔斯·奥斯本,zh-CN,en,101111,驱逐,白鹰,,查尔斯·奥斯本,查尔斯·奥斯本,
USS Chicago,芝加哥,zh-CN,en,103041,重巡,白鹰,,芝加哥,芝加哥,
USS Clarence K. Bronson,克拉伦斯·K·布朗森,zh-CN,en,101551,驱逐,白鹰,,克拉伦斯·K·布朗森,克拉伦斯·K·布朗森,
USS Cleveland,克利夫兰,zh-CN,en,102091,轻巡,白鹰,,克利夫兰,克利夫兰,克利夫兰 [白鹰 轻巡] | 小克利夫兰 [白鹰 轻巡] | 克利夫兰(μ兵装) [白鹰 轻巡]
USS Cleveland,克利夫兰(μ兵装),zh-CN,en,102241,轻巡,白鹰,μ兵装,克利夫兰(μ兵装),克利夫兰(μ兵装),克利夫兰 [白鹰 轻巡] | 小克利夫兰 [白鹰 轻巡] | 克利夫兰(μ兵装) [白鹰 轻巡]
USS Cleveland,小克利夫兰,zh-CN,en,102201,轻巡,白鹰,,小克利夫兰,小克利夫兰,克利夫兰 [白鹰 轻巡] | 小克利夫兰 [白鹰 轻巡] | 克利夫兰(μ兵装) [白鹰 轻巡]
USS Colorado,科罗拉多,zh-CN,en,105091,战列,白鹰,,科罗拉多,科罗拉多,
USS Columbia,哥伦比亚,zh-CN,en,102101,轻巡,白鹰,,哥伦比亚,哥伦比亚,
USS Concord,康克德,zh-CN,en,102181,轻巡,白鹰,,康克德,康克德,
USS Constellation,星座,zh-CN,en,104011,战巡,白鹰,,星座,星座,
USS Cooper,库珀,zh-CN,en,101441,驱逐,白鹰,,库珀,库珀,
USS Cowpens,科本斯,zh-CN,en,107251,轻航,白鹰,,科本斯,科本斯,
USS Craven,克雷文,zh-CN,en,101061,驱逐,白鹰,,克雷文,克雷文,
USS Dace,鲦鱼,zh-CN,en,108011,潜艇,白鹰,,鲦鱼,鲦鱼,
USS Denver,丹佛,zh-CN,en,102151,轻巡,白鹰,,丹佛,丹佛,
USS Dewey,杜威,zh-CN,en,101021,驱逐,白鹰,,杜威,杜威,
USS Downes,唐斯,zh-CN,en,101041,驱逐,白鹰,,唐斯,唐斯,
USS Eldridge,埃尔德里奇,zh-CN,en,101261,驱逐,白鹰,,埃尔德里奇,埃尔德里奇,
USS Enterprise,企业,zh-CN,en,107061,正航,白鹰,,企业,企业,企业 [白鹰 正航] | 小企业 [白鹰 正航]
USS Enterprise,小企业,zh-CN,en,107991,正航,白鹰,,小企业,小企业,企业 [白鹰 正航] | 小企业 [白鹰 正航]
USS Essex,埃塞克斯,zh-CN,en,107091,正航,白鹰,,埃塞克斯,埃塞克斯,
USS Fargo,法戈,zh-CN,en,102331,轻巡,白鹰,,法戈,法戈,
USS Flasher,松鲷,zh-CN,en,108081,潜艇,白鹰,,松鲷,松鲷,
USS Fletcher,弗莱彻,zh-CN,en,101091,驱逐,白鹰,,弗莱彻,弗莱彻,
USS Foote,富特,zh-CN,en,101141,驱逐,白鹰,,富特,富特,
USS Franklin,富兰克林,zh-CN,en,107131,正航,白鹰,,富兰克林,富兰克林,
USS Georgia,佐治亚,zh-CN,en,199021,战列,白鹰,,佐治亚,佐治亚,
USS Gridley,格里德利,zh-CN,en,101051,驱逐,白鹰,,格里德利,格里德利,
USS Guam,关岛,zh-CN,en,118021,超巡,白鹰,,关岛,关岛,
USS Halford,哈尔福德,zh-CN,en,199051,驱逐,白鹰,,哈尔福德,哈尔福德,
USS Halsey Powell,哈尔西·鲍威尔,zh-CN,en,101431,驱逐,白鹰,,哈尔西·鲍威尔,哈尔西·鲍威尔,
USS Hammann,哈曼,zh-CN,en,101251,驱逐,白鹰,,哈曼,哈曼,
USS Hammann II,哈曼II,zh-CN,en,101501,驱逐,白鹰,II型,哈曼II,哈曼II,
USS Hazelwood,黑泽伍德,zh-CN,en,101341,驱逐,白鹰,,黑泽伍德,黑泽伍德,
USS Helena,小海伦娜,zh-CN,en,102191,轻巡,白鹰,,小海伦娜,小海伦娜,海伦娜 [白鹰 轻巡] | 小海伦娜 [白鹰 轻巡]
USS Helena,海伦娜,zh-CN,en,102051,轻巡,白鹰,,海伦娜,海伦娜,海伦娜 [白鹰 轻巡] | 小海伦娜 [白鹰 轻巡]
USS Herring,鲱鱼,zh-CN,en,108091,潜艇,白鹰,,鲱鱼,鲱鱼,
USS Hobby,霍比,zh-CN,en,101361,驱逐,白鹰,,霍比,霍比,
USS Honolulu,火奴鲁鲁,zh-CN,en,102121,轻巡,白鹰,,火奴鲁鲁,火奴鲁鲁,
USS Hornet,大黄蜂,zh-CN,en,107071,正航,白鹰,,大黄蜂,大黄蜂,
USS Hornet II,大黄蜂II,zh-CN,en,107121,正航,白鹰,II型,大黄蜂II,大黄蜂II,
USS Houston,休斯敦,zh-CN,en,103051,重巡,白鹰,,休斯敦,休斯敦,
USS Houston II,休斯敦II,zh-CN,en,102311,轻巡,白鹰,II型,休斯敦II,休斯敦II,
USS Independence,独立,zh-CN,en,107221,轻航,白鹰,,独立,独立,
USS Indiana,印第安纳,zh-CN,en,105151,战列,白鹰,,印第安纳,印第安纳,
USS Indianapolis,印第安纳波利斯,zh-CN,en,103071,重巡,白鹰,,印第安纳波利斯,印第安纳波利斯,
USS Ingraham,格拉哈姆,zh-CN,en,101481,驱逐,白鹰,,英格拉罕,格拉哈姆,
USS Intrepid,无畏,zh-CN,en,107111,正航,白鹰,,无畏,无畏,
USS Jenkins,杰金斯,zh-CN,en,101301,驱逐,白鹰,,杰金斯,杰金斯,
USS Juneau,朱诺,zh-CN,en,102071,轻巡,白鹰,,朱诺,朱诺,
USS Kalk,科尔克,zh-CN,en,101371,驱逐,白鹰,,科尔克,科尔克,
USS Kansas,堪萨斯,zh-CN,en,199061,战列,白鹰,,堪萨斯,堪萨斯,
USS Kearsarge,奇尔沙治,zh-CN,en,199041,航战,白鹰,,奇尔沙治,奇尔沙治,
USS Kimberly,金伯利,zh-CN,en,101381,驱逐,白鹰,,金伯利,金伯利,
USS Laffey,拉菲,zh-CN,en,101171,驱逐,白鹰,,拉菲,拉菲,拉菲 [白鹰 驱逐] | 拉菲-传说级魔法师 [通用 战列]
USS Laffey,拉菲-传说级魔法师,zh-CN,en,900409,战列,通用,,拉菲-传说级魔法师,拉菲-传说级魔法师,拉菲 [白鹰 驱逐] | 拉菲-传说级魔法师 [通用 战列]
USS Laffey II,拉菲II,zh-CN,en,101511,驱逐,白鹰,II型,拉菲II,拉菲II,
USS Langley,兰利,zh-CN,en,107011,轻航,白鹰,,兰利,兰利,
USS Langley II,兰利II,zh-CN,en,107271,轻航,白鹰,II型,兰利II,兰利II,
USS Lexington,列克星敦,zh-CN,en,107021,正航,白鹰,,列克星敦,列克星敦,
USS Lexington II,列克星敦II,zh-CN,en,107161,正航,白鹰,II型,列克星敦II,列克星敦II,
USS Long Island,长岛,zh-CN,en,106011,轻航,白鹰,,长岛,长岛,
USS Louisville,路易斯维尔,zh-CN,en,103271,重巡,白鹰,,路易斯维尔,路易斯维尔,
USS Marblehead,马布尔黑德,zh-CN,en,102271,轻巡,白鹰,,马布尔黑德,马布尔黑德,
USS Maryland,马里兰,zh-CN,en,105101,战列,白鹰,,马里兰,马里兰,
USS Massachusetts,马萨诸塞,zh-CN,en,105191,战列,白鹰,,马萨诸塞,马萨诸塞,
USS Maury,莫里,zh-CN,en,101081,驱逐,白鹰,,莫里,莫里,
USS McCall,麦考尔,zh-CN,en,101071,驱逐,白鹰,,麦考尔,麦考尔,
USS Memphis,孟菲斯,zh-CN,en,102161,轻巡,白鹰,,孟菲斯,孟菲斯,
USS Miller,米勒,zh-CN,en,101531,驱逐,白鹰,,米勒,米勒,
USS Minneapolis,明尼阿波利斯,zh-CN,en,103131,重巡,白鹰,,明尼阿波利斯,明尼阿波利斯,
USS Montpelier,蒙彼利埃,zh-CN,en,102141,轻巡,白鹰,,蒙彼利埃,蒙彼利埃,
USS Morrison,赛普拉斯,zh-CN,en,101471,驱逐,白鹰,,莫里森,赛普拉斯,
USS Mullany,马拉尼,zh-CN,en,101391,驱逐,白鹰,,马拉尼,马拉尼,
USS Nautilus,鹦鹉螺,zh-CN,en,108071,潜艇,白鹰,,鹦鹉螺,鹦鹉螺,
USS Nevada,内华达,zh-CN,en,105011,战列,白鹰,,内华达,内华达,
USS New Jersey,花园,zh-CN,en,105171,战列,白鹰,,新泽西,花园,
USS New Orleans,新奥尔良,zh-CN,en,103121,重巡,白鹰,,新奥尔良,新奥尔良,
USS Nicholas,尼古拉斯,zh-CN,en,101311,驱逐,白鹰,,尼古拉斯,尼古拉斯,
USS North Carolina,北卡罗来纳,zh-CN,en,105121,战列,白鹰,,北卡罗来纳,北卡罗来纳,
USS Northampton,北安普敦,zh-CN,en,103031,重巡,白鹰,,北安普敦,北安普敦,
USS Northampton II,北安普敦II,zh-CN,en,103261,重巡,白鹰,II型,北安普敦II,北安普敦II,
USS Oklahoma,俄克拉荷马,zh-CN,en,105021,战列,白鹰,,俄克拉荷马,俄克拉荷马,
USS Omaha,奥马哈,zh-CN,en,102011,轻巡,白鹰,,奥马哈,奥马哈,
USS Pasadena,帕萨迪纳,zh-CN,en,102351,轻巡,白鹰,,帕萨迪纳,帕萨迪纳,
USS Pennsylvania,宾夕法尼亚,zh-CN,en,105031,战列,白鹰,,宾夕法尼亚,宾夕法尼亚,
USS Pensacola,彭萨科拉,zh-CN,en,103011,重巡,白鹰,,彭萨科拉,彭萨科拉,
USS Phoenix,菲尼克斯,zh-CN,en,102041,轻巡,白鹰,,菲尼克斯,菲尼克斯,
USS Pittsburgh,匹兹堡,zh-CN,en,103281,重巡,白鹰,,匹兹堡,匹兹堡,
USS Portland,波特兰,zh-CN,en,103061,重巡,白鹰,,波特兰,波特兰,
USS Princeton,普林斯顿,zh-CN,en,107231,轻航,白鹰,,普林斯顿,普林斯顿,
USS Quincy,昆西,zh-CN,en,103091,重巡,白鹰,,昆西,昆西,
USS Radford,拉德福特,zh-CN,en,101291,驱逐,白鹰,,拉德福特,拉德福特,
USS Raleigh,罗利,zh-CN,en,102021,轻巡,白鹰,,罗利,罗利,
USS Ranger,突击者,zh-CN,en,107041,轻航,白鹰,,突击者,突击者,
USS Reno,里诺,zh-CN,en,102261,轻巡,白鹰,,里诺,里诺,
USS Richmond,里士满,zh-CN,en,102111,轻巡,白鹰,,里士满,里士满,
USS Salt Lake City,盐湖城,zh-CN,en,103021,重巡,白鹰,,盐湖城,盐湖城,
USS San Diego,圣戴安娜,zh-CN,en,102081,轻巡,白鹰,,圣地亚哥,圣戴安娜,圣戴安娜 [白鹰 轻巡] | 小圣戴安娜 [白鹰 轻巡]
USS San Diego,小圣戴安娜,zh-CN,en,102211,轻巡,白鹰,,小圣地亚哥,小圣戴安娜,圣戴安娜 [白鹰 轻巡] | 小圣戴安娜 [白鹰 轻巡]
USS San Francisco,雾城,zh-CN,en,103141,重巡,白鹰,,旧金山,雾城,
USS San Jacinto,圣哈辛托,zh-CN,en,107301,轻航,白鹰,,圣哈辛托,圣哈辛托,
USS San Juan,圣胡安,zh-CN,en,102221,轻巡,白鹰,,圣胡安,圣胡安,
USS Santa Fe,圣塔菲,zh-CN,en,102341,轻巡,白鹰,,圣塔菲,圣塔菲,
USS Saratoga,萨拉托加,zh-CN,en,107031,正航,白鹰,,萨拉托加,萨拉托加,
USS Seattle,西雅图,zh-CN,en,199011,轻巡,白鹰,,西雅图,西雅图,
USS Shangri-La,香格里拉,zh-CN,en,107381,正航,白鹰,,香格里拉,香格里拉,
USS Sims,西姆斯,zh-CN,en,101241,驱逐,白鹰,,西姆斯,西姆斯,
USS Smalley,斯莫利,zh-CN,en,101421,驱逐,白鹰,,斯莫利,斯莫利,
USS South Dakota,南达科他,zh-CN,en,105141,战列,白鹰,,南达科他,南达科他,
USS Spence,斯彭斯,zh-CN,en,101151,驱逐,白鹰,,斯彭斯,斯彭斯,
USS St.Louis,圣路易斯,zh-CN,en,102131,轻巡,白鹰,,圣路易斯,圣路易斯,
USS Stanly,斯坦利,zh-CN,en,101411,驱逐,白鹰,,斯坦利,斯坦利,
USS Stephen Potter,史蒂芬·波特,zh-CN,en,101461,驱逐,白鹰,,史蒂芬·波特,史蒂芬·波特,
USS Tennessee,田纳西,zh-CN,en,105071,战列,白鹰,,田纳西,田纳西,
USS Thatcher,撒切尔,zh-CN,en,101121,驱逐,白鹰,,撒切尔,撒切尔,
USS Ticonderoga,卡莉永,zh-CN,en,107141,正航,白鹰,,提康德罗加,卡莉永,
USS Vestal,女灶神,zh-CN,en,112011,维修,白鹰,,女灶神,女灶神,
USS Vincennes,文森斯,zh-CN,en,103101,重巡,白鹰,,文森斯,文森斯,
USS Washington,华盛顿,zh-CN,en,105131,战列,白鹰,,华盛顿,华盛顿,
USS Wasp,胡蜂,zh-CN,en,107081,正航,白鹰,,胡蜂,胡蜂,
