source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
Tokino Sora,时乃空,zh-CN,en,900804,正航,联动阵营,
Tokisaki Kurumi,时崎狂三,zh-CN,en,11500051,轻巡,联动阵营,
Tone,利根,zh-CN,en,900013,战列,铁血,
Torricelli,托里拆利,zh-CN,en,608011,潜艇,撒丁帝国,
Tosa,土佐,zh-CN,en,305081,战列,重樱,
Trafalgar,特拉法尔加,zh-CN,en,201381,驱逐,皇家,
Trento,特伦托,zh-CN,en,603011,重巡,撒丁帝国,
Trento META,特伦托·META,zh-CN,en,900490,重巡,META,META
Trento.META,特伦托·META,zh-CN,en,900490,重巡,META,META
Trial Bulin MKII,试作型布里MKII,zh-CN,en,900324,驱逐,通用,II型
Trieste,的里雅斯特,zh-CN,en,603041,重巡,撒丁帝国,
Trinidad,特立尼达,zh-CN,en,202361,轻巡,皇家,
Tsukushi,筑紫,zh-CN,en,10600131,驱逐,联动阵营,
U-556 META,U-556·META,zh-CN,en,9708011,潜艇,META,META
U-556.META,U-556·META,zh-CN,en,9708011,潜艇,META,META
Ugolino Vivaldi,乌戈里诺·维瓦尔迪,zh-CN,en,601121,驱逐,撒丁帝国,
Ulrich von Hutten,乌尔里希·冯·胡滕,zh-CN,en,405031,战列,铁血,
Umikaze,海风,zh-CN,en,301471,驱逐,重樱,
Unicorn,独角兽,zh-CN,en,206031,轻航,皇家,
UNIV Trial Bulin MKII,试作型布里MKII,zh-CN,en,100011,驱逐,通用,II型
UNIV Ultra Bulin MKIII,特装型布里MKIII,zh-CN,en,100021,驱逐,通用,
UNIV Universal Bulin,泛用型布里,zh-CN,en,100001,驱逐,通用,
Universal Bulin,泛用型布里,zh-CN,en,100001,驱逐,通用,
Unryuu,云龙,zh-CN,en,307171,正航,重樱,
Unzen,云仙,zh-CN,en,303191,重巡,重樱,
Urakaze,浦风,zh-CN,en,301591,驱逐,重樱,
Uranami,浦波,zh-CN,en,301721,驱逐,重樱,
USS Alabama,阿拉巴马,zh-CN,en,105201,战列,白鹰,
USS Albacore,大青花鱼,zh-CN,en,108021,潜艇,白鹰,
USS Allen M. Sumner,艾伦·萨姆纳,zh-CN,en,101451,驱逐,白鹰,
USS Anchorage,小安克雷奇,zh-CN,en,103291,重巡,白鹰,
USS Archerfish,射水鱼,zh-CN,en,108061,潜艇,白鹰,
USS Arizona,亚利桑那,zh-CN,en,105041,战列,白鹰,
USS Astoria,阿斯托利亚,zh-CN,en,103081,重巡,白鹰,
USS Atlanta,亚特兰大,zh-CN,en,102061,轻巡,白鹰,
USS Aulick,奥利克,zh-CN,en,101131,驱逐,白鹰,
USS Aylwin,艾尔温,zh-CN,en,101401,驱逐,白鹰,
USS Bache,贝奇,zh-CN,en,101351,驱逐,白鹰,
USS Bailey,贝利,zh-CN,en,101271,驱逐,白鹰,
USS Baltimore,巴尔的摩,zh-CN,en,103161,重巡,白鹰,
USS Bataan,巴丹,zh-CN,en,107291,轻航,白鹰,
USS Bell,贝尔,zh-CN,en,101521,驱逐,白鹰,
USS Benson,本森,zh-CN,en,101161,驱逐,白鹰,
USS Biloxi,比洛克西,zh-CN,en,102251,轻巡,白鹰,
USS Birmingham,伯明翰,zh-CN,en,102231,轻巡,白鹰,
USS Bluegill,蓝鳃鱼,zh-CN,en,108041,潜艇,白鹰,
USS Bogue,博格,zh-CN,en,106021,轻航,白鹰,
USS Boise,博伊西,zh-CN,en,102291,轻巡,白鹰,
USS Bremerton,布莱默顿,zh-CN,en,103241,重巡,白鹰,
USS Bristol,布里斯托尔,zh-CN,en,101491,驱逐,白鹰,
USS Brooklyn,布鲁克林,zh-CN,en,102031,轻巡,白鹰,
USS Bunker Hill,邦克山,zh-CN,en,107171,正航,白鹰,
USS Bush,布什,zh-CN,en,101331,驱逐,白鹰,
USS California,加利福尼亚,zh-CN,en,105081,战列,白鹰,
USS Casablanca,卡萨布兰卡,zh-CN,en,106551,轻航,白鹰,
USS Cassin,卡辛,zh-CN,en,101031,驱逐,白鹰,
USS Cavalla,棘鳍,zh-CN,en,108031,潜艇,白鹰,
USS Charles Ausburne,查尔斯·奥斯本,zh-CN,en,101111,驱逐,白鹰,
USS Chicago,芝加哥,zh-CN,en,103041,重巡,白鹰,
USS Clarence K. Bronson,克拉伦斯·K·布朗森,zh-CN,en,101551,驱逐,白鹰,
USS Cleveland,克利夫兰,zh-CN,en,102091,轻巡,白鹰,
USS Colorado,科罗拉多,zh-CN,en,105091,战列,白鹰,
USS Columbia,哥伦比亚,zh-CN,en,102101,轻巡,白鹰,
USS Concord,康克德,zh-CN,en,102181,轻巡,白鹰,
USS Constellation,星座,zh-CN,en,104011,战巡,白鹰,
USS Cooper,库珀,zh-CN,en,101441,驱逐,白鹰,
USS Cowpens,科本斯,zh-CN,en,107251,轻航,白鹰,
USS Craven,克雷文,zh-CN,en,101061,驱逐,白鹰,
USS Dace,鲦鱼,zh-CN,en,108011,潜艇,白鹰,
USS Denver,丹佛,zh-CN,en,102151,轻巡,白鹰,
USS Dewey,杜威,zh-CN,en,101021,驱逐,白鹰,
USS Downes,唐斯,zh-CN,en,101041,驱逐,白鹰,
USS Eldridge,埃尔德里奇,zh-CN,en,101261,驱逐,白鹰,
USS Enterprise,企业,zh-CN,en,107061,正航,白鹰,
USS Essex,埃塞克斯,zh-CN,en,107091,正航,白鹰,
USS Fargo,法戈,zh-CN,en,102331,轻巡,白鹰,
USS Flasher,松鲷,zh-CN,en,108081,潜艇,白鹰,
USS Fletcher,弗莱彻,zh-CN,en,101091,驱逐,白鹰,
USS Foote,富特,zh-CN,en,101141,驱逐,白鹰,
USS Franklin,富兰克林,zh-CN,en,107131,正航,白鹰,
USS Georgia,佐治亚,zh-CN,en,199021,战列,白鹰,
USS Gridley,格里德利,zh-CN,en,101051,驱逐,白鹰,
USS Guam,关岛,zh-CN,en,118021,超巡,白鹰,
USS Halford,哈尔福德,zh-CN,en,199051,驱逐,白鹰,
USS Halsey Powell,哈尔西·鲍威尔,zh-CN,en,101431,驱逐,白鹰,
USS Hammann,哈曼,zh-CN,en,101251,驱逐,白鹰,
USS Hammann II,哈曼II,zh-CN,en,101501,驱逐,白鹰,II型
USS Hazelwood,黑泽伍德,zh-CN,en,101341,驱逐,白鹰,
USS Helena,海伦娜,zh-CN,en,102051,轻巡,白鹰,
USS Herring,鲱鱼,zh-CN,en,108091,潜艇,白鹰,
USS Hobby,霍比,zh-CN,en,101361,驱逐,白鹰,
USS Honolulu,火奴鲁鲁,zh-CN,en,102121,轻巡,白鹰,
USS Hornet,大黄蜂,zh-CN,en,107071,正航,白鹰,
USS Hornet II,大黄蜂II,zh-CN,en,107121,正航,白鹰,II型
USS Houston,休斯敦,zh-CN,en,103051,重巡,白鹰,
USS Houston II,休斯敦II,zh-CN,en,102311,轻巡,白鹰,II型
USS Independence,独立,zh-CN,en,107221,轻航,白鹰,
USS Indiana,印第安纳,zh-CN,en,105151,战列,白鹰,
USS Indianapolis,印第安纳波利斯,zh-CN,en,103071,重巡,白鹰,
USS Ingraham,英格拉罕,zh-CN,en,101481,驱逐,白鹰,
USS Intrepid,无畏,zh-CN,en,107111,正航,白鹰,
USS Jenkins,杰金斯,zh-CN,en,101301,驱逐,白鹰,
USS Juneau,朱诺,zh-CN,en,102071,轻巡,白鹰,
USS Kalk,科尔克,zh-CN,en,101371,驱逐,白鹰,
USS Kansas,堪萨斯,zh-CN,en,199061,战列,白鹰,
USS Kearsarge,奇尔沙治,zh-CN,en,199041,航战,白鹰,
USS Kimberly,金伯利,zh-CN,en,101381,驱逐,白鹰,
USS Laffey,拉菲,zh-CN,en,101171,驱逐,白鹰,
USS Laffey II,拉菲II,zh-CN,en,101511,驱逐,白鹰,II型
USS Langley,兰利,zh-CN,en,107011,轻航,白鹰,
USS Langley II,兰利II,zh-CN,en,107271,轻航,白鹰,II型
USS Lexington,列克星敦,zh-CN,en,107021,正航,白鹰,
USS Lexington II,列克星敦II,zh-CN,en,107161,正航,白鹰,II型
USS Long Island,长岛,zh-CN,en,106011,轻航,白鹰,
USS Louisville,路易斯维尔,zh-CN,en,103271,重巡,白鹰,
USS Marblehead,马布尔黑德,zh-CN,en,102271,轻巡,白鹰,
USS Maryland,马里兰,zh-CN,en,105101,战列,白鹰,
USS Massachusetts,马萨诸塞,zh-CN,en,105191,战列,白鹰,
USS Maury,莫里,zh-CN,en,101081,驱逐,白鹰,
USS McCall,麦考尔,zh-CN,en,101071,驱逐,白鹰,
USS Memphis,孟菲斯,zh-CN,en,102161,轻巡,白鹰,
USS Miller,米勒,zh-CN,en,101531,驱逐,白鹰,
USS Minneapolis,明尼阿波利斯,zh-CN,en,103131,重巡,白鹰,
USS Montpelier,蒙彼利埃,zh-CN,en,102141,轻巡,白鹰,
USS Morrison,莫里森,zh-CN,en,101471,驱逐,白鹰,
USS Mullany,马拉尼,zh-CN,en,101391,驱逐,白鹰,
USS Nautilus,鹦鹉螺,zh-CN,en,108071,潜艇,白鹰,
USS Nevada,内华达,zh-CN,en,105011,战列,白鹰,
USS New Jersey,新泽西,zh-CN,en,105171,战列,白鹰,
USS New Orleans,新奥尔良,zh-CN,en,103121,重巡,白鹰,
USS Nicholas,尼古拉斯,zh-CN,en,101311,驱逐,白鹰,
USS North Carolina,北卡罗来纳,zh-CN,en,105121,战列,白鹰,
USS Northampton,北安普敦,zh-CN,en,103031,重巡,白鹰,
USS Northampton II,北安普敦II,zh-CN,en,103261,重巡,白鹰,II型
USS Oklahoma,俄克拉荷马,zh-CN,en,105021,战列,白鹰,
USS Omaha,奥马哈,zh-CN,en,102011,轻巡,白鹰,
USS Pasadena,帕萨迪纳,zh-CN,en,102351,轻巡,白鹰,
USS Pennsylvania,宾夕法尼亚,zh-CN,en,105031,战列,白鹰,
USS Pensacola,彭萨科拉,zh-CN,en,103011,重巡,白鹰,
USS Phoenix,菲尼克斯,zh-CN,en,102041,轻巡,白鹰,
USS Pittsburgh,匹兹堡,zh-CN,en,103281,重巡,白鹰,
USS Portland,波特兰,zh-CN,en,103061,重巡,白鹰,
USS Princeton,普林斯顿,zh-CN,en,107231,轻航,白鹰,
USS Quincy,昆西,zh-CN,en,103091,重巡,白鹰,
USS Radford,拉德福特,zh-CN,en,101291,驱逐,白鹰,
USS Raleigh,罗利,zh-CN,en,102021,轻巡,白鹰,
USS Ranger,突击者,zh-CN,en,107041,轻航,白鹰,
USS Reno,里诺,zh-CN,en,102261,轻巡,白鹰,
USS Richmond,里士满,zh-CN,en,102111,轻巡,白鹰,
USS Salt Lake City,盐湖城,zh-CN,en,103021,重巡,白鹰,
USS San Diego,圣地亚哥,zh-CN,en,102081,轻巡,白鹰,
USS San Francisco,旧金山,zh-CN,en,103141,重巡,白鹰,
USS San Jacinto,圣哈辛托,zh-CN,en,107301,轻航,白鹰,
USS San Juan,圣胡安,zh-CN,en,102221,轻巡,白鹰,
USS Santa Fe,圣塔菲,zh-CN,en,102341,轻巡,白鹰,
USS Saratoga,萨拉托加,zh-CN,en,107031,正航,白鹰,
USS Seattle,西雅图,zh-CN,en,199011,轻巡,白鹰,
USS Shangri-La,香格里拉,zh-CN,en,107381,正航,白鹰,
USS Sims,西姆斯,zh-CN,en,101241,驱逐,白鹰,
USS Smalley,斯莫利,zh-CN,en,101421,驱逐,白鹰,
USS South Dakota,南达科他,zh-CN,en,105141,战列,白鹰,
USS Spence,斯彭斯,zh-CN,en,101151,驱逐,白鹰,
USS St.Louis,圣路易斯,zh-CN,en,102131,轻巡,白鹰,
USS Stanly,斯坦利,zh-CN,en,101411,驱逐,白鹰,
USS Stephen Potter,史蒂芬·波特,zh-CN,en,101461,驱逐,白鹰,
USS Tennessee,田纳西,zh-CN,en,105071,战列,白鹰,
USS Thatcher,撒切尔,zh-CN,en,101121,驱逐,白鹰,
USS Ticonderoga,提康德罗加,zh-CN,en,107141,正航,白鹰,
USS Vestal,女灶神,zh-CN,en,112011,维修,白鹰,
USS Vincennes,文森斯,zh-CN,en,103101,重巡,白鹰,
USS Washington,华盛顿,zh-CN,en,105131,战列,白鹰,
USS Wasp,胡蜂,zh-CN,en,107081,正航,白鹰,
USS West Virginia,西弗吉尼亚,zh-CN,en,105111,战列,白鹰,
USS Wichita,威奇塔,zh-CN,en,103111,重巡,白鹰,
USS William D. Porter,威廉·D·波特,zh-CN,en,101101,驱逐,白鹰,
USS Yorktown,约克城,zh-CN,en,107051,正航,白鹰,
USS Yorktown II,约克城II,zh-CN,en,107101,正航,白鹰,II型
Uzuki,卯月,zh-CN,en,301351,驱逐,重樱,
Valiant,英勇,zh-CN,en,205101,战列,皇家,
Vampire,吸血鬼,zh-CN,en,201231,驱逐,皇家,
Vampire META,吸血鬼·META,zh-CN,en,9701051,驱逐,META,META
Vampire.META,吸血鬼·META,zh-CN,en,9701051,驱逐,META,META
Vanguard,前卫,zh-CN,en,205131,战列,皇家,
Vauquelin,沃克兰,zh-CN,en,901031,驱逐,维希教廷,
Vert,贝露,zh-CN,en,900077,正航,联动阵营,
Vestal,女灶神,zh-CN,en,112011,维修,白鹰,
Vestal META,女灶神·META,zh-CN,en,9712011,维修,META,META
Vestal.META,女灶神·META,zh-CN,en,9712011,维修,META,META
Victorious,胜利,zh-CN,en,207041,正航,皇家,
Vincennes,文森斯,zh-CN,en,103101,重巡,白鹰,
Vincenzo Gioberti,文琴佐·焦贝蒂,zh-CN,en,601031,驱逐,撒丁帝国,
Vittorio Cuniberti,维托里奥·库尼贝尔蒂,zh-CN,en,699031,驱逐,撒丁帝国,
Vittorio Veneto,维托里奥·维内托,zh-CN,en,605011,战列,撒丁帝国,
Volga,伏尔加,zh-CN,en,707011,正航,北方联合,
Voroshilov,伏罗希洛夫,zh-CN,en,702071,轻巡,北方联合,
Wakaba,若叶,zh-CN,en,301231,驱逐,重樱,
Wakatsuki,若月,zh-CN,en,301881,驱逐,重樱,
Warspite,厌战,zh-CN,en,205021,战列,皇家,
Washington,华盛顿,zh-CN,en,105131,战列,白鹰,
Wasp,胡蜂,zh-CN,en,107081,正航,白鹰,
Watarase,渡良濑,zh-CN,en,302251,轻巡,重樱,
Weser,威悉,zh-CN,en,406011,轻航,铁血,
West Virginia,西弗吉尼亚,zh-CN,en,105111,战列,白鹰,
White Heart,群白之心,zh-CN,en,10100071,驱逐,联动阵营,
Whydah,维达号,zh-CN,en,9600051,风帆,飓风船团,
Wichita,威奇塔,zh-CN,en,103111,重巡,白鹰,
Wichita META,威奇塔·META,zh-CN,en,9703041,重巡,META,META
Wichita.META,威奇塔·META,zh-CN,en,9703041,重巡,META,META
William D. Porter,威廉·D·波特,zh-CN,en,101101,驱逐,白鹰,
Yamakaze,山风,zh-CN,en,301481,驱逐,重樱,
Yamashiro,山城,zh-CN,en,305021,战列,重樱,
Yamashiro META,山城·META,zh-CN,en,9705021,战列,META,META
Yamashiro.META,山城·META,zh-CN,en,9705021,战列,META,META
Yat Sen,逸仙,zh-CN,en,502011,轻巡,东煌,
Ying Swei,应瑞,zh-CN,en,502041,轻巡,东煌,
Yoizuki,宵月,zh-CN,en,301581,驱逐,重樱,
Yorck,约克,zh-CN,en,403111,重巡,铁血,
York,约克,zh-CN,en,203071,重巡,皇家,
Yorktown,约克城,zh-CN,en,107051,正航,白鹰,
Yorktown II,约克城II,zh-CN,en,107101,正航,白鹰,II型
Yorktown META,约克城·META,zh-CN,en,9707081,正航,META,META
Yorktown.META,约克城·META,zh-CN,en,9707081,正航,META,META
Yoshino,四糸乃,zh-CN,en,11500041,轻航,联动阵营,
Yui Kotegawa,古手川唯,zh-CN,en,900478,正航,联动阵营,
Yukikaze,雪风,zh-CN,en,301161,驱逐,重樱,
Yukino,千乃,zh-CN,en,10600151,轻巡,联动阵营,
Yume Minami,南梦芽,zh-CN,en,10800051,重巡,联动阵营,
Yumi,雪泉,zh-CN,en,11000041,正航,联动阵营,
Yumia Liessfeldt,优米雅·利斯菲尔德,zh-CN,en,900517,轻航,联动阵营,
Yura,由良,zh-CN,en,302071,轻巡,重樱,
Yuubari,夕张,zh-CN,en,302011,轻巡,重樱,
Yuudachi,夕立,zh-CN,en,301141,驱逐,重樱,
Yuudachi META,夕立·META,zh-CN,en,9701091,驱逐,META,META
Yuugure,夕暮,zh-CN,en,301261,驱逐,重樱,
Yūdachi.META,夕立·META,zh-CN,en,9701091,驱逐,META,META
Yūyaki,夕烧,zh-CN,en,11000071,重巡,联动阵营,
Z23,Z23- 传说级战士,zh-CN,en,900411,驱逐,通用,
Zara,扎拉,zh-CN,en,603021,重巡,撒丁帝国,
Zeppy,小齐柏林,zh-CN,en,407021,正航,铁血,
Zuihou,瑞凤,zh-CN,en,306041,轻航,重樱,
Zuikaku,瑞鹤,zh-CN,en,307061,正航,重樱,
Ägir,埃吉尔,zh-CN,en,499051,超巡,铁血,
Émile Bertin,埃米尔·贝尔汀,zh-CN,en,802011,轻巡,自由鸢尾,
Épée,重剑,zh-CN,en,901061,驱逐,维希教廷,
Ōkami Mio,大神澪,zh-CN,en,900806,正航,联动阵营,
2代目,第二代,zh-CN,ja,10800081,航战,联动阵营,
U-556(META),U-556·META,zh-CN,ja,9708011,潜艇,META,META
かすみ,霞,zh-CN,ja,10600031,重巡,联动阵营,
しずく,雫,zh-CN,ja,10600111,战列,联动阵营,
たまき,环,zh-CN,ja,10600091,战巡,联动阵营,
つくし,筑紫,zh-CN,ja,10600131,驱逐,联动阵营,
ときのそら,时乃空,zh-CN,ja,900804,正航,联动阵营,
なぎさ,凪咲,zh-CN,ja,10600051,战列,联动阵营,
なみこ,奈美子,zh-CN,ja,10800041,重巡,联动阵营,
はっす,莲,zh-CN,ja,10800031,轻巡,联动阵营,
ひめ,公主,zh-CN,ja,10800091,运输,联动阵营,
ほのか,穗香,zh-CN,ja,10600021,战列,联动阵营,
みさき,海咲,zh-CN,ja,10600041,轻巡,联动阵营,
ゆきの,千乃,zh-CN,ja,10600151,轻巡,联动阵营,
アウグスト・フォン・パーセヴァル,奥古斯特·冯·帕塞瓦尔,zh-CN,ja,499061,正航,铁血,
アカスタ,阿卡司塔,zh-CN,ja,201021,驱逐,皇家,
アキリーズ,阿基里斯,zh-CN,ja,202021,轻巡,皇家,
アクィラ,天鹰,zh-CN,ja,607011,正航,撒丁帝国,
アストリア,阿斯托利亚,zh-CN,ja,103081,重巡,白鹰,
アッティリオ・レゴロ,阿蒂利奥·雷戈洛,zh-CN,ja,601101,驱逐,撒丁帝国,
アトランタ,亚特兰大,zh-CN,ja,102061,轻巡,白鹰,
アドベンチャー,冒险号,zh-CN,ja,9600161,风帆,飓风船团,
アドミラル·ヒッパー(μ兵装),希佩尔海军上将(μ兵装),zh-CN,ja,403071,重巡,铁血,μ兵装
アドミラル・グラーフ・シュペー,斯佩伯爵海军上将,zh-CN,ja,403051,重巡,铁血,
アドミラル・ツェンカー,曾克海军上将,zh-CN,ja,404071,战巡,铁血,
アドミラル・ナヒーモフ,纳希莫夫海军上将,zh-CN,ja,799021,正航,北方联合,
アドミラル・ヒッパー,希佩尔海军上将,zh-CN,ja,403011,重巡,铁血,
アドミラル・ヒッパー(META),希佩尔海军上将·META,zh-CN,ja,9703051,重巡,META,META
アドヴェンチャー・ギャレー,加里冒险号,zh-CN,ja,900465,风帆,飓风船团,
アバークロンビー,阿贝克隆比,zh-CN,ja,213041,重炮,皇家,
アマゾン,女将,zh-CN,ja,201011,驱逐,皇家,
アラバマ,阿拉巴马,zh-CN,ja,105201,战列,白鹰,
アリシューザ,阿瑞托莎,zh-CN,ja,202131,轻巡,皇家,
アリゾナ,亚利桑那,zh-CN,ja,105041,战列,白鹰,
アリゾナ(META),亚利桑那·META,zh-CN,ja,9705031,战列,META,META
アルザス,阿尔萨斯,zh-CN,ja,805031,战列,自由鸢尾,
アルジェリー,阿尔及利亚,zh-CN,ja,903021,重巡,维希教廷,
アルジェリー(META),阿尔及利亚·META,zh-CN,ja,9703021,重巡,META,META
アルハンゲリスク,阿尔汉格尔斯克,zh-CN,ja,705061,战列,北方联合,
アルバコア,大青花鱼,zh-CN,ja,108021,潜艇,白鹰,
アルバコア(μ兵装),大青花鱼(μ兵装),zh-CN,ja,108051,潜艇,白鹰,μ兵装
アルビオン,阿尔比恩,zh-CN,ja,206071,轻航,皇家,
アルフレード・オリアーニ,阿尔弗雷多·奥里亚尼,zh-CN,ja,601081,驱逐,撒丁帝国,
アルベルト・ディ・ジュッサーノ,阿尔贝托·迪·朱塞诺,zh-CN,ja,602041,轻巡,撒丁帝国,
アルヴィト,亚尔薇特,zh-CN,ja,404061,战巡,铁血,
アレン・M・サムナー,艾伦·萨姆纳,zh-CN,ja,101451,驱逐,白鹰,
アンカレッジ,安克雷奇,zh-CN,ja,199031,重巡,白鹰,
アンドレア・ドーリア,安德烈亚·多利亚,zh-CN,ja,605071,战列,撒丁帝国,
アヴローラ,阿芙乐尔,zh-CN,ja,702011,轻巡,北方联合,
アーガス,百眼巨人,zh-CN,ja,206021,轻航,皇家,
アーク・ロイヤル,皇家方舟,zh-CN,ja,207021,正航,皇家,
アーク・ロイヤル(META),皇家方舟·META,zh-CN,ja,900334,正航,META,META
アーチャーフィッシュ,射水鱼,zh-CN,ja,108061,潜艇,白鹰,
アーデント,热心,zh-CN,ja,201031,驱逐,皇家,
イカルス,伊卡洛斯,zh-CN,ja,201331,驱逐,皇家,
イラストリアス,光辉,zh-CN,ja,207031,正航,皇家,
イラストリアス(μ兵装),光辉(μ兵装),zh-CN,ja,207111,正航,皇家,μ兵装
イングラハム,英格拉罕,zh-CN,ja,101481,驱逐,白鹰,
インディアナ,印第安纳,zh-CN,ja,105151,战列,白鹰,
インディアナポリス,印第安纳波利斯,zh-CN,ja,103071,重巡,白鹰,
インディペンデンス,独立,zh-CN,ja,107221,轻航,白鹰,
イントレピッド,无畏,zh-CN,ja,107111,正航,白鹰,
インドミタブル,不挠,zh-CN,ja,207121,正航,皇家,
インプラカブル,怨仇,zh-CN,ja,207071,正航,皇家,
インペロ,帝国,zh-CN,ja,607021,正航,撒丁帝国,
イーグル,鹰,zh-CN,ja,207011,正航,皇家,
ウィダー,维达号,zh-CN,ja,9600051,风帆,飓风船团,
ウィチタ,威奇塔,zh-CN,ja,103111,重巡,白鹰,
ウィチタ(META),威奇塔·META,zh-CN,ja,9703041,重巡,META,META
ウィリアム・D・ポーター,威廉·D·波特,zh-CN,ja,101101,驱逐,白鹰,
ウェストバージニア,西弗吉尼亚,zh-CN,ja,105111,战列,白鹰,
ウォースパイト,厌战,zh-CN,ja,205021,战列,皇家,
ウゴリーノ・ヴィヴァルディ,乌戈里诺·维瓦尔迪,zh-CN,ja,601121,驱逐,撒丁帝国,
ウルゥル,乌璐露,zh-CN,ja,10300041,轻航,联动阵营,
ウルリッヒ・フォン・フッテン,乌尔里希·冯·胡滕,zh-CN,ja,405031,战列,铁血,
エイジャックス,阿贾克斯,zh-CN,ja,202031,轻巡,皇家,
エクセター,埃克塞特,zh-CN,ja,203081,重巡,皇家,
エコー,回声,zh-CN,ja,201291,驱逐,皇家,
エスキモー,爱斯基摩人,zh-CN,ja,201321,驱逐,皇家,
エセックス,埃塞克斯,zh-CN,ja,107091,正航,白鹰,
エディンバラ,爱丁堡,zh-CN,ja,202111,轻巡,皇家,
エペ,重剑,zh-CN,ja,901061,驱逐,维希教廷,
エマヌエーレ・ペッサーニョ,埃曼努埃尔·佩萨格诺,zh-CN,ja,601091,驱逐,撒丁帝国,
エミール・ベルタン,埃米尔·贝尔汀,zh-CN,ja,802011,轻巡,自由鸢尾,
エムデン,埃姆登,zh-CN,ja,402071,轻巡,铁血,
エリーゼ,伊莉丝,zh-CN,ja,10600101,正航,联动阵营,
エルドリッジ,埃尔德里奇,zh-CN,ja,101261,驱逐,白鹰,
エルビング,埃尔宾,zh-CN,ja,402081,轻巡,铁血,
エルベ,易北,zh-CN,ja,406021,轻航,铁血,
エレバス,黑暗界,zh-CN,ja,213011,重炮,皇家,
エレバス(META),黑暗界·META,zh-CN,ja,9713011,重炮,META,META
エンタープライズ,企业,zh-CN,ja,107061,正航,白鹰,
エーギル,埃吉尔,zh-CN,ja,499051,超巡,铁血,
エーギルちゃん,小埃吉尔,zh-CN,ja,403161,超巡,铁血,
エールウィン,艾尔温,zh-CN,ja,101401,驱逐,白鹰,
オクラホマ,俄克拉荷马,zh-CN,ja,105021,战列,白鹰,
オグネヴォイ,火力,zh-CN,ja,701111,驱逐,北方联合,
オゾルノイ,顽皮,zh-CN,ja,701131,驱逐,北方联合,
オットー・フォン・アルフェンスレーベン,奥托·冯·阿尔文斯莱本,zh-CN,ja,401991,驱逐,铁血,
オブザーバー・零,观察者-零,zh-CN,ja,900136,正航,白鹰,
オマハ,奥马哈,zh-CN,ja,102011,轻巡,白鹰,
オレグ,奥列格,zh-CN,ja,702081,轻巡,北方联合,
オーディン,奥丁,zh-CN,ja,499041,战巡,铁血,
オーリック,奥利克,zh-CN,ja,101131,驱逐,白鹰,
オーロラ,欧若拉,zh-CN,ja,202151,轻巡,皇家,
カウペンス,科本斯,zh-CN,ja,107251,轻航,白鹰,
カサブランカ,卡萨布兰卡,zh-CN,ja,106551,轻航,白鹰,
カザン,喀山,zh-CN,ja,705091,战列,北方联合,
カッシン,卡辛,zh-CN,ja,101031,驱逐,白鹰,
カラビニエーレ,龙骑兵,zh-CN,ja,601021,驱逐,撒丁帝国,
カラビニエーレ(META),龙骑兵·META,zh-CN,ja,9701111,驱逐,META,META
カラ・イデアス,卡菈·伊迪亚斯,zh-CN,ja,10900061,超巡,联动阵营,
カリフォルニア,加利福尼亚,zh-CN,ja,105081,战列,白鹰,
カリブディス,卡律布狄斯,zh-CN,ja,202301,轻巡,皇家,
カンザス,堪萨斯,zh-CN,ja,199061,战列,白鹰,
カヴァラ,棘鳍,zh-CN,ja,108031,潜艇,白鹰,
カーク,科尔克,zh-CN,ja,101371,驱逐,白鹰,
カーリュー,杓鹬,zh-CN,ja,202221,轻巡,皇家,
カールスルーエ,卡尔斯鲁厄,zh-CN,ja,402021,轻巡,铁血,
ガスコーニュ,加斯科涅,zh-CN,ja,900399,战列,皇家,
ガスコーニュ(μ兵装),加斯科涅(μ兵装),zh-CN,ja,905031,战列,维希教廷,μ兵装
ガラティア,加拉蒂亚,zh-CN,ja,202141,轻巡,皇家,
ガングート,甘古特,zh-CN,ja,705011,战列,北方联合,
ガングート(META),甘古特·META,zh-CN,ja,9705101,战列,META,META
ガンズウェイ,冈依沙瓦号,zh-CN,ja,900468,风帆,飓风船团,
キアサージ,奇尔沙治,zh-CN,ja,199041,航战,白鹰,
キエフ,基辅,zh-CN,ja,701101,驱逐,北方联合,
キズナアイ,绊爱,zh-CN,ja,10400011,驱逐,联动阵营,
