id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
AssistQuest.100502.1,将「尘沙」提升到4阶,Upgrade Noya to Tier 4,セイナをランク4にする,「세이나」를 4승급까지 돌파,將「塵沙」提升到4階,AssistQuest.json
AssistQuest.100503.1,将「杏子」提升到4阶,Upgrade Ann to Tier 4,アンズをランク4にする,「안즈」를 4승급까지 돌파,將「杏子」提升到4階,AssistQuest.json
AssistQuest.100504.1,将「卡娜丝」提升到4阶,Upgrade Canace to Tier 4,カナーチェをランク4にする,「카나체」를 4승급까지 돌파,將「卡娜絲」提升到4階,AssistQuest.json
AssistQuest.100505.1,将任意3张风系秘纹提升到50级,Upgrade any 3 Ventus Runic Discs to Lv. 50,任意の風属性のロスレコを3枚Lv.50にする,바람 속성 레코드 3개 50레벨까지 레벨업,將任意3張風系祕紋提升到50級,AssistQuest.json
AssistQuest.100506.1,将任意3个风系旅人提升到50级,Upgrade any 3 Ventus Trekkers to Lv. 50,任意の風属性の巡遊者を3人Lv.50にする,바람 속성 여행가 3명 50레벨까지 레벨업,將任意3個風系旅人提升到50級,AssistQuest.json
AssistQuest.100507.1,将「尘沙」主控技能提升到4级,Upgrade Noya's Main Skill to Lv. 4,セイナの主力スキルをLv.4にする,「세이나」 메인 스킬 4레벨까지 레벨업,將「塵沙」主控技能提升到4級,AssistQuest.json
AssistQuest.100508.1,将「杏子」援护技能提升到4级,Upgrade Ann's Support Skill to Lv. 4,アンズの支援スキルをLv.4にする,「안즈」 지원 스킬 4레벨까지 레벨업,將「杏子」援護技能提升到4級,AssistQuest.json
AssistQuest.200102.1,将「琥珀」提升到10级,Upgrade Amber to Lv. 10,コハクをLv.10にする,「코하쿠」 10레벨까지 레벨업,將「琥珀」提升到10級,AssistQuest.json
AssistQuest.200103.1,获得辅助旅人「紫槿」,Obtain Support Trekker Flora,フローラを獲得する （入手先：火属性ガイド任務第1章）,서포터 여행가 「플로라」 획득,獲得輔助旅人「紫槿」,AssistQuest.json
AssistQuest.200104.1,将「紫槿」提升到10级,Upgrade Flora to Lv. 10,フローラをLv.10にする,「플로라」 10레벨까지 레벨업,將「紫槿」提升到10級,AssistQuest.json
AssistQuest.200105.1,将任意火系秘纹提升到10级,Upgrade any Ignis Disc to Lv. 10,任意の火属性のロスレコを1枚Lv10にする,불 속성 레코드 10레벨까지 레벨업,將任意火系祕紋提升到10級,AssistQuest.json
AssistQuest.200202.1,将「琥珀」提升到1阶,Upgrade Amber to Tier 1,コハクをランク1にする,「코하쿠」를 1승급까지 돌파,將「琥珀」提升到1階,AssistQuest.json
AssistQuest.200203.1,将「紫槿」提升到1阶,Upgrade Flora to Tier 1,フローラをランク1にする,「플로라」를 1승급까지 돌파,將「紫槿」提升到1階,AssistQuest.json
AssistQuest.200204.1,将任意火系秘纹提升到1阶,Upgrade any Ignis Disc to Tier 1,任意の火属性のロスレコを1枚ランク1にする,불 속성 레코드 1승급까지 돌파,將任意火系祕紋提升到1階,AssistQuest.json
AssistQuest.200205.1,将「卡西米拉」提升到1阶,Upgrade Kasimira to Tier 1,カシミラをランク1にする,「카시미라」를 1승급까지 돌파,將「卡西米拉」提升到1階,AssistQuest.json
AssistQuest.200206.1,将「琥珀」提升到20级,Upgrade Amber to Lv. 20,コハクをLv.20にする,「코하쿠」 20레벨까지 레벨업,將「琥珀」提升到20級,AssistQuest.json
AssistQuest.200207.1,将「紫槿」提升到20级,Upgrade Flora to Lv. 20,フローラをLv.20にする,「플로라」 20레벨까지 레벨업,將「紫槿」提升到20級,AssistQuest.json
AssistQuest.200208.1,将「卡西米拉」提升到20级,Upgrade Kasimira to Lv. 20,カシミラをLv.20にする,「카시미라」 20레벨까지 레벨업,將「卡西米拉」提升到20級,AssistQuest.json
AssistQuest.200303.1,将任意3个火系秘纹提升到20级,Upgrade any 3 Ignis Discs to Lv. 20,任意の火属性のロスレコを3枚Lv.20にする,불 속성 레코드 3개 20레벨까지 레벨업,將任意3個火系祕紋提升到20級,AssistQuest.json
AssistQuest.200304.1,将「琥珀」提升到2阶,Upgrade Amber to Tier 2,コハクをランク2にする,「코하쿠」를 2승급까지 돌파,將「琥珀」提升到2階,AssistQuest.json
AssistQuest.200305.1,将「紫槿」提升到2阶,Upgrade Flora to Tier 2,フローラをランク2にする,「플로라」를 2승급까지 돌파,將「紫槿」提升到2階,AssistQuest.json
AssistQuest.200306.1,将「卡西米拉」提升到2阶,Upgrade Kasimira to Tier 2,カシミラをランク2にする,「카시미라」를 2승급까지 돌파,將「卡西米拉」提升到2階,AssistQuest.json
AssistQuest.200307.1,将任意3个火系秘纹提升到30级,Upgrade any 3 Ignis Discs to Lv. 30,任意の火属性のロスレコを3枚Lv.30にする,불 속성 레코드 3개 30레벨까지 레벨업,將任意3個火系祕紋提升到30級,AssistQuest.json
AssistQuest.200308.1,将任意3个火系旅人提升到30级,Upgrade any 3 Ignis Trekkers to Lv. 30,任意の火属性の巡遊者を3人Lv.30にする,불 속성 여행가 3명 30레벨까지 레벨업,將任意3個火系旅人提升到30級,AssistQuest.json
AssistQuest.200309.1,将「琥珀」主控技能提升到2级,Upgrade Amber's Main Skill to Lv. 2,コハクの主力スキルをLv.2にする,「코하쿠」 메인 스킬 2레벨까지 레벨업,將「琥珀」主控技能提升到2級,AssistQuest.json
AssistQuest.200310.1,将「紫槿」援护技能提升到2级,Upgrade Flora's Support Skill to Lv. 2,フローラの支援スキルをLv.2にする,「플로라」 지원 스킬 2레벨까지 레벨업,將「紫槿」援護技能提升到2級,AssistQuest.json
AssistQuest.200402.1,将「琥珀」提升到3阶,Upgrade Amber to Tier 3,コハクをランク3にする,「코하쿠」를 3승급까지 돌파,將「琥珀」提升到3階,AssistQuest.json
AssistQuest.200403.1,将「紫槿」提升到3阶,Upgrade Flora to Tier 3,フローラをランク3にする,「플로라」를 3승급까지 돌파,將「紫槿」提升到3階,AssistQuest.json
AssistQuest.200404.1,将「卡西米拉」提升到3阶,Upgrade Kasimira to Tier 3,カシミラをランク3にする,「카시미라」를 3승급까지 돌파,將「卡西米拉」提升到3階,AssistQuest.json
AssistQuest.200405.1,将任意3张火系秘纹提升到40级,Upgrade any 3 Ignis Discs to Lv. 40,任意の火属性のロスレコを3枚Lv.40にする,불 속성 레코드 3개 40레벨까지 레벨업,將任意3個火系祕紋提升到40級,AssistQuest.json
AssistQuest.200406.1,将任意3个火系旅人提升到40级,Upgrade any 3 Ignis Trekkers to Lv. 40,任意の火属性の巡遊者を3人Lv.40にする,불 속성 여행가 3명 40레벨까지 레벨업,將任意3個火系旅人提升到40級,AssistQuest.json
AssistQuest.200407.1,将「琥珀」主控技能提升到3级,Upgrade Amber's Main Skill to Lv. 3,コハクの主力スキルをLv.3にする,「코하쿠」 메인 스킬 3레벨까지 레벨업,將「琥珀」主控技能提升到3級,AssistQuest.json
AssistQuest.200408.1,将「紫槿」援护技能提升到3级,Upgrade Flora's Support Skill to Lv. 3,フローラの支援スキルをLv.3にする,「플로라」 지원 스킬 3레벨까지 레벨업,將「紫槿」援護技能提升到3級,AssistQuest.json
AssistQuest.200502.1,将「琥珀」提升到4阶,Upgrade Amber to Tier 4,コハクをランク4にする,「코하쿠」를 4승급까지 돌파,將「琥珀」提升到4階,AssistQuest.json
AssistQuest.200503.1,将「紫槿」提升到4阶,Upgrade Flora to Tier 4,フローラをランク4にする,「플로라」를 4승급까지 돌파,將「紫槿」提升到4階,AssistQuest.json
AssistQuest.200504.1,将「卡西米拉」提升到4阶,Upgrade Kasimira to Tier 4,カシミラをランク4にする,「카시미라」를 4승급까지 돌파,將「卡西米拉」提升到4階,AssistQuest.json
AssistQuest.200505.1,将任意3张火系秘纹提升到50级,Upgrade any 3 Ignis Discs to Lv. 50,任意の火属性のロスレコを3枚Lv.50にする,불 속성 레코드 3개 50레벨까지 레벨업,將任意3個火系祕紋提升到50級,AssistQuest.json
AssistQuest.200506.1,将任意3个火系旅人提升到50级,Upgrade any 3 Ignis Trekkers to Lv. 50,任意の火属性の巡遊者を3人Lv.50にする,불 속성 여행가 3명 50레벨까지 레벨업,將任意3個火系旅人提升到50級,AssistQuest.json
AssistQuest.200507.1,将「琥珀」主控技能提升到4级,Upgrade Amber's Main Skill to Lv. 4,コハクの主力スキルをLv.4にする,「코하쿠」 메인 스킬 4레벨까지 레벨업,將「琥珀」主控技能提升到4級,AssistQuest.json
AssistQuest.200508.1,将「紫槿」援护技能提升到4级,Upgrade Flora's Support Skill to Lv. 4,フローラの支援スキルをLv.4にする,「플로라」 지원 스킬 4레벨까지 레벨업,將「紫槿」援護技能提升到4級,AssistQuest.json
BattlePassQuest.1001.1,今日登录游戏,Daily login,ログインする,일일 접속,今日登入遊戲,BattlePassQuest.json
BattlePassQuest.1002.1,累计消耗160点干劲,Use a total of 160 Vigor,やる気を160消費する,누적 160 활력 소모,累計消耗160點活力,BattlePassQuest.json
BattlePassQuest.1003.1,通关任意关卡6次,Clear any stage 6 times,任意のステージを6回クリアする,스테이지 6회 클리어,通過任意關卡6次,BattlePassQuest.json
BattlePassQuest.1004.1,累计完成5项今日事务,Complete 5 Daily Affairs,日課を5種類完了する,일일 업무 5회 완료,累計完成5項今日事務,BattlePassQuest.json
BattlePassQuest.1005.1,累计消耗80点干劲,Consume a total of 80 Vigor,やる気を80消費する,누적 80 활력 소모,累計消耗80點活力,BattlePassQuest.json
BattlePassQuest.1006.1,通关任意关卡2次,Clear any Battle Stage 2 times,任意のステージを2回クリアする,스테이지 2회 클리어,通過任意關卡2次,BattlePassQuest.json
BattlePassQuest.1007.1,累计完成2项今日事务,Complete 2 Daily Affairs,日課を2種類完了する,일일 업무 2회 완료,累計完成2項今日事務,BattlePassQuest.json
BattlePassQuest.2001.1,进行1次星塔探索,Participate in Ascension 1 time,星ノ塔探索を1回行う,별의 탑 탐색 1회 진행,進行1次星塔探索,BattlePassQuest.json
BattlePassQuest.2002.1,完成3次真格挑战,Complete Proving Grounds 3 times,首領討伐を3回完了する,진리 도전 3회 완료,完成3次真格挑戰,BattlePassQuest.json
BattlePassQuest.2003.1,通关任意关卡20次,Clear any stage 20 times,ステージを20回クリアする,스테이지 20회 클리어,通過任意關卡20次,BattlePassQuest.json
BattlePassQuest.2004.1,本周累计登录5天,Log in for 5 days this week,今週合計5日ログインする,이번 주 누적 5일 로그인,本週登入累計達5天,BattlePassQuest.json
BattlePassQuest.2005.1,累计完成3次委托,Complete 3 commissions,依頼を3回完了する,누적 의뢰 3회 완료,完成委託累計達3次,BattlePassQuest.json
BattlePassQuest.2006.1,累计消耗100000朵拉,"Spend 100,000 Dorra in total",100000ドーラを消費する,누적 100000 도라 소모,"消耗朵拉累計達100,000",BattlePassQuest.json
BattlePassQuest.2007.1,在「心链」中累计赠礼5次,Send Gift 5 times in Heartlink,ココチャでギフトを5回贈る,「하트챗」에서 누적 5회 선물,在「心鏈」中累計贈禮5次,BattlePassQuest.json
BattlePassQuest.2008.1,累计消耗1200点干劲,"Spend 1,200 Vigor in total",やる気を1200消費する,누적 1200 활력 소모,"累計消耗1,200點活力",BattlePassQuest.json
BattlePassQuest.2009.1,通关任意关卡10次,Clear any Battle Stage 10 times,任意のステージを10回クリアする,스테이지 10회 클리어,通過任意關卡10次,BattlePassQuest.json
BattlePassQuest.2010.1,累计消耗600点干劲,Consume a total of 600 Vigor,やる気を600消費する,누적 600 활력 소모,累計消耗600點活力,BattlePassQuest.json
DailyQuest.1003.1,通关5次任意战斗关卡,Clear any Battle Stage 5 times,任意の戦闘ステージを5回クリアする,전투 스테이지 5회 클리어,通過5次任意戰鬥關卡,DailyQuest.json
DailyQuest.1004.1,累计消耗100点干劲,Consume a total of 100 Vigor,やる気を100消費する,누적 100 활력 소모,累計消耗100點活力,DailyQuest.json
DailyQuest.1005.1,与主界面的旅人进行1次互动,Interact with the Trekker on the main interface 1 time,ホーム画面で巡遊者と1回交流する,로비의 여행가와 상호 작용 1회 진행,與主介面的旅人進行1次互動,DailyQuest.json
DailyQuest.1006.1,提升任意秘纹等级1次,Upgrade any Disc level once,ロスレコを1回強化する,임의의 레코드 레벨 1회 증가,提升任意祕紋等級1次,DailyQuest.json
DailyQuest.1007.1,提升任意旅人等级1次,Upgrade any Trekker level once,巡遊者を1回強化する,임의의 여행가 레벨 1회 증가,提升任意旅人等級1次,DailyQuest.json
DailyQuest.1008.1,在「心链」中赠礼1次,Send 1 gift in Heartlink,ココチャでギフトを1回贈る,「하트챗」에서 1회 선물,在「心鏈」中贈禮1次,DailyQuest.json
DailyQuest.1009.1,领取采购商店内的随机奖励,Claim a random reward from the Shop,調達からデイリーギフトを受け取る,구매 상점 내의 랜덤 보상 받기,領取採購商店內的隨機獎勵,DailyQuest.json
DailyQuest.1010.1,进行1次派遣委托,Carry out 1 dispatch commission,依頼を1回受注する,의뢰 파견 1회 진행,進行1次派遣委託,DailyQuest.json
DailyQuest.2001.1,在「技巧试炼」完成1次战斗,Complete 1 battle in Skill Trial,技能研修を1回クリアする,「기술 시련」에서 전투 1회 완료,在「技巧試煉」完成1次戰鬥,DailyQuest.json
DailyQuest.2002.1,在「晋升试炼」完成1次战斗,Complete 1 battle in Tier-up Trial,昇格試練を1回クリアする,「승급 시련」에서 전투 1회 완료,在「晉升試煉」完成1次戰鬥,DailyQuest.json
DailyQuest.2003.1,在「基础试炼」完成1次战斗,Complete 1 battle in Basic Trial,基礎研修を1回クリアする,「기본 시련」에서 전투 1회 완료,在「基礎試煉」完成1次戰鬥,DailyQuest.json
DailyQuest.2004.1,在「纹章试炼」完成1次战斗,Complete 1 battle in Emblem Trial,徽章試練を1回クリアする,「배지 시련」에서 전투 1회 완료,在「紋章試煉」完成1次戰鬥,DailyQuest.json
DailyQuest.2005.1,在「心链」中邀约1次,Invite 1 Trekker in Heartlink,ココチャで1回デートする,「하트챗」에서 1회 약속,在「心鏈」中邀約1次,DailyQuest.json
EnergyBuy.1.1,特级优惠,Premium Offer,特別割引,특급 할인,特級優惠,EnergyBuy.json
EnergyBuy.4.1,常规优惠,Standard Offer,通常割引,상시 할인,一般優惠,EnergyBuy.json
ErrorCode.100101.1,消息令牌无效,Invalid message token,メッセージトークン無効,메시지 토큰이 유효하지 않습니다,訊息權杖無效,ErrorCode.json
ErrorCode.100102.1,消息时间无效,Invalid message time,メッセージタイム無効,메시지 시간이 유효하지 않습니다,訊息時間無效,ErrorCode.json
