source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
Pasadena,パサデナ,ja-JP,en-US,102351,轻巡,Light Cruiser,白鹰,Eagle Union,,,帕萨迪纳,,
Patricia Abelheim,パトリツィア・アーベルハイム,ja-JP,en-US,10900031,战列,Battleship,联动阵营,Collab,,,帕特莉夏·阿贝尔海姆,,
Patty,パティ,ja-JP,en-US,10600141,潜艇,Submarine,联动阵营,Collab,,,派蒂,,
Pearl,パール,ja-JP,en-US,9600141,风帆,Sailing Frigate,飓风船团,Tempesta,,,珍珠号,,
Penelope,ペネロピ,ja-JP,en-US,202291,轻巡,Light Cruiser,皇家,Royal Navy,,,佩内洛珀,,
Pennsylvania,ペンシルベニア,ja-JP,en-US,105031,战列,Battleship,白鹰,Eagle Union,,,宾夕法尼亚,,
Pensacola,ペンサコーラ,ja-JP,en-US,103011,重巡,Heavy Cruiser,白鹰,Eagle Union,,,彭萨科拉,,
Perseus,パーシュース,ja-JP,en-US,206061,轻航,Light Carrier,皇家,Royal Navy,,,英仙座,,
Peter Strasser,ペーター・シュトラッサー,ja-JP,en-US,407031,正航,Aircraft Carrier,铁血,Iron Blood,,,彼得·史特拉塞,佩特菈·斯坦贝瑟,
Phoenix,フェニックス,ja-JP,en-US,102041,轻巡,Light Cruiser,白鹰,Eagle Union,,,菲尼克斯,,
Ping Hai,平海,ja-JP,en-US,502031,轻巡,Light Cruiser,东煌,Dragon Empery,,,平海,,
Pittsburgh,ピッツバーグ,ja-JP,en-US,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
Plymouth,プリマス,ja-JP,en-US,299051,轻巡,Light Cruiser,皇家,Royal Navy,,,普利茅斯,,
Pola,ポーラ,ja-JP,en-US,603031,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,波拉,,
Poltava,ポルタヴァ,ja-JP,en-US,705081,战列,Battleship,北方联合,Northern Parliament,,,波尔塔瓦,,
Pompeo Magno,ポンペオ・マーニョ,ja-JP,en-US,601071,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,庞培·马格诺,,
Portland,ポートランド,ja-JP,en-US,103061,重巡,Heavy Cruiser,白鹰,Eagle Union,,,波特兰,,
Portsmouth Adventure,ポーツマウス・アドベンチャー,ja-JP,en-US,900466,风帆,Sailing Frigate,飓风船团,Tempesta,,,朴茨茅斯冒险号,,
Prince of Wales,プリンス・オブ・ウェールズ,ja-JP,en-US,205061,战列,Battleship,皇家,Royal Navy,,,威尔士亲王,,
Princess Hime,ひめ,ja-JP,en-US,10800091,运输,Munition Ship,联动阵营,Collab,,,公主,,
Princeton,プリンストン,ja-JP,en-US,107231,轻航,Light Carrier,白鹰,Eagle Union,,,普林斯顿,,
Princeton META,プリンストン(META),ja-JP,en-US,9706031,轻航,Light Carrier,META,META,META,,普林斯顿·META,,
Princeton.META,プリンストン(META),ja-JP,en-US,9706031,轻航,Light Carrier,META,META,META,,普林斯顿·META,,
Prinz Adalbert,プリンツ・アーダルベルト,ja-JP,en-US,403101,重巡,Heavy Cruiser,铁血,Iron Blood,,,阿达尔伯特亲王,阿德莉娅亲王,
Prinz Eugen,プリンツ・オイゲン,ja-JP,en-US,403031,重巡,Heavy Cruiser,铁血,Iron Blood,,,欧根亲王,萨沃伊亲王,
Prinz Eugen μ,プリンツ・オイゲン(μ兵装),ja-JP,en-US,403151,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
Prinz Heinrich,プリンツ・ハインリヒ,ja-JP,en-US,403091,重巡,Heavy Cruiser,铁血,Iron Blood,,,海因里希亲王,赫莉米娜亲王,
Prinz Rupprecht,プリンツ・ループレヒト,ja-JP,en-US,499071,战巡,Battlecruiser,铁血,Iron Blood,,,鲁普雷希特亲王,蕾贝卡亲王,
Prototype Bulin MKII,試作型ブリMKII,ja-JP,en-US,100011,驱逐,Destroyer,通用,Universal,II型,,试作型布里MKII,,
Purple Heart,パープルハート,ja-JP,en-US,10100051,轻巡,Light Cruiser,联动阵营,Collab,,,绀紫之心,,
Queen Anne's Revenge,クイーン・アンズ・リベンジ,ja-JP,en-US,9600121,风帆,Sailing Frigate,飓风船团,Tempesta,,,安妮女王复仇号,,
Queen Elizabeth,クイーン・エリザベス,ja-JP,en-US,205011,战列,Battleship,皇家,Royal Navy,,,伊丽莎白女王,,
Queen Elizabeth META,クイーン・エリザベス(META),ja-JP,en-US,9705041,战列,Battleship,META,META,META,,伊丽莎白女王·META,,
Queen Elizabeth.META,クイーン・エリザベス(META),ja-JP,en-US,9705041,战列,Battleship,META,META,META,,伊丽莎白女王·META,,
Quincy,クインシー,ja-JP,en-US,103091,重巡,Heavy Cruiser,白鹰,Eagle Union,,,昆西,,
Radford,ラドフォード,ja-JP,en-US,101291,驱逐,Destroyer,白鹰,Eagle Union,,,拉德福特,,
Raffaello,ラファエロ,ja-JP,en-US,605081,战列,Battleship,撒丁帝国,Sardegna Empire,,,拉斐尔,,
Raleigh,ローリー,ja-JP,en-US,102021,轻巡,Light Cruiser,白鹰,Eagle Union,,,罗利,,
Ranger,レンジャー,ja-JP,en-US,107041,轻航,Light Carrier,白鹰,Eagle Union,,,突击者,,
Regensburg,レーゲンスブルク,ja-JP,en-US,402101,轻巡,Light Cruiser,铁血,Iron Blood,,,雷根斯堡,瑞吉娜,
Regensburg META,レーゲンスブルク(META),ja-JP,en-US,9702111,轻巡,Light Cruiser,META,META,META,,雷根斯堡·META,瑞吉娜·META,
Regensburg.META,レーゲンスブルク(META),ja-JP,en-US,9702111,轻巡,Light Cruiser,META,META,META,,雷根斯堡·META,瑞吉娜·META,
Reisalin Stout,ライザリン・シュタウト,ja-JP,en-US,10900011,轻巡,Light Cruiser,联动阵营,Collab,,,莱莎琳·斯托特,,
Reno,リノ,ja-JP,en-US,102261,轻巡,Light Cruiser,白鹰,Eagle Union,,,里诺,,
Renown,レナウン,ja-JP,en-US,204011,战巡,Battlecruiser,皇家,Royal Navy,,,声望,,
Renown META,声望·META,ja-JP,en-US,900504,战巡,Battlecruiser,META,META,META,,声望·META,,
Renown.META,声望·META,ja-JP,en-US,900504,战巡,Battlecruiser,META,META,META,,声望·META,,
Repulse,レパルス,ja-JP,en-US,204021,战巡,Battlecruiser,皇家,Royal Navy,,,反击,,
Repulse META,反击·META,ja-JP,en-US,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
Repulse.META,反击·META,ja-JP,en-US,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
Revenge,リヴェンジ,ja-JP,en-US,205111,战列,Battleship,皇家,Royal Navy,,,复仇,,
Richelieu,リシュリュー,ja-JP,en-US,805011,战列,Battleship,自由鸢尾,Iris Libre,,,黎塞留,,
Richmond,リッチモンド,ja-JP,en-US,102111,轻巡,Light Cruiser,白鹰,Eagle Union,,,里士满,,
Rikka Takarada,宝多六花,ja-JP,en-US,10800011,轻巡,Light Cruiser,联动阵营,Collab,,,宝多六花,,
Ritsuko Akizuki,秋月律子,ja-JP,en-US,10700051,运输,Munition Ship,联动阵营,Collab,,,秋月律子,,
RN Alberto di Giussano,アルベルト・ディ・ジュッサーノ,ja-JP,en-US,602041,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,阿尔贝托·迪·朱塞诺,,
RN Alfredo Oriani,アルフレード・オリアーニ,ja-JP,en-US,601081,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,阿尔弗雷多·奥里亚尼,,
RN Andrea Doria,アンドレア・ドーリア,ja-JP,en-US,605071,战列,Battleship,撒丁帝国,Sardegna Empire,,,安德烈亚·多利亚,,
RN Aquila,アクィラ,ja-JP,en-US,607011,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,天鹰,,
RN Attilio Regolo,アッティリオ・レゴロ,ja-JP,en-US,601101,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,阿蒂利奥·雷戈洛,,
RN Bartolomeo Colleoni,バルトロメオ・コレオーニ,ja-JP,en-US,602031,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,巴托洛梅奥·科莱奥尼,,
RN Bolzano,ボルツァーノ,ja-JP,en-US,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,博尔扎诺,,
RN Carabiniere,カラビニエーレ,ja-JP,en-US,601021,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,龙骑兵,,
RN Conte di Cavour,コンテ・ディ・カブール,ja-JP,en-US,605051,战列,Battleship,撒丁帝国,Sardegna Empire,,,加富尔伯爵,,
RN Duca degli Abruzzi,ドゥーカ・デッリ・アブルッツィ,ja-JP,en-US,602011,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,阿布鲁齐公爵,,
RN Emanuele Pessagno,エマヌエーレ・ペッサーニョ,ja-JP,en-US,601091,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,埃曼努埃尔·佩萨格诺,,
RN Francesco Caracciolo,フランチェスコ・カラッチョロ,ja-JP,en-US,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
RN Giosue Carducci,ジョズエ・カルドゥッチ,ja-JP,en-US,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,焦苏埃·卡尔杜齐,,
RN Giulio Cesare,ジュリオ・チェザーレ,ja-JP,en-US,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
RN Giuseppe Garibaldi,ジュゼッペ・ガリバルディ,ja-JP,en-US,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
RN Gorizia,ゴリツィア,ja-JP,en-US,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
RN Impero,インペロ,ja-JP,en-US,607021,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,帝国,,
RN Leonardo da Vinci,レオナルド・ダ・ヴィンチ,ja-JP,en-US,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,莱昂纳多·达·芬奇,,
RN Libeccio,リベッチオ,ja-JP,en-US,601051,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西南风,,
RN Littorio,リットリオ,ja-JP,en-US,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
RN Maestrale,マエストラーレ,ja-JP,en-US,601041,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西北风,,
RN Maggiore Baracca,マッジョーレ・バラッカ,ja-JP,en-US,608031,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,巴拉卡少校,,
RN Marco Polo,マルコ・ポーロ,ja-JP,en-US,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,,马可波罗,,マルコ・ポーロ [撒丁帝国 战列] | 马可波罗（王座 前排） [撒丁帝国 超巡] | 马可波罗（圣座 前排） [撒丁帝国 超巡]
RN Marco Polo,马可波罗（王座 前排）,ja-JP,en-US,900485,超巡,Large Cruiser,撒丁帝国,Sardegna Empire,,,马可波罗（王座 前排）,,マルコ・ポーロ [撒丁帝国 战列] | 马可波罗（王座 前排） [撒丁帝国 超巡] | 马可波罗（圣座 前排） [撒丁帝国 超巡]
RN Marco Polo,马可波罗（圣座 前排）,ja-JP,en-US,900536,超巡,Large Cruiser,撒丁帝国,Sardegna Empire,,,马可波罗（圣座 前排）,,マルコ・ポーロ [撒丁帝国 战列] | 马可波罗（王座 前排） [撒丁帝国 超巡] | 马可波罗（圣座 前排） [撒丁帝国 超巡]
RN Napoli,ナポリ,ja-JP,en-US,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
RN Nicoloso da Recco,ニコロソ・ダ・レッコ,ja-JP,en-US,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
RN Pola,ポーラ,ja-JP,en-US,603031,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,波拉,,
RN Pompeo Magno,ポンペオ・マーニョ,ja-JP,en-US,601071,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,庞培·马格诺,,
RN Raffaello,ラファエロ,ja-JP,en-US,605081,战列,Battleship,撒丁帝国,Sardegna Empire,,,拉斐尔,,
RN Roma,ローマ,ja-JP,en-US,605031,战列,Battleship,撒丁帝国,Sardegna Empire,,,罗马,,
RN Torricelli,トリチェリ,ja-JP,en-US,608011,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,托里拆利,,
RN Trento,トレント,ja-JP,en-US,603011,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,特伦托,,
RN Trieste,トリエステ,ja-JP,en-US,603041,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,的里雅斯特,,
RN Ugolino Vivaldi,ウゴリーノ・ヴィヴァルディ,ja-JP,en-US,601121,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,乌戈里诺·维瓦尔迪,,
RN Vincenzo Gioberti,ヴィンチェンツォ・ジョベルティ,ja-JP,en-US,601031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,文琴佐·焦贝蒂,,
RN Vittorio Cuniberti,ヴィットリオ・クニベルティ,ja-JP,en-US,699031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,维托里奥·库尼贝尔蒂,,
RN Vittorio Veneto,ヴィットリオ・ヴェネト,ja-JP,en-US,605011,战列,Battleship,撒丁帝国,Sardegna Empire,,,维托里奥·维内托,,
RN Zara,ザラ,ja-JP,en-US,603021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,扎拉,扎达尔,
Rodney,ロドニー,ja-JP,en-US,205041,战列,Battleship,皇家,Royal Navy,,,罗德尼,,
Rodney META,ロドニー(META),ja-JP,en-US,9705051,战列,Battleship,META,META,META,,罗德尼·META,,
Rodney.META,ロドニー(META),ja-JP,en-US,9705051,战列,Battleship,META,META,META,,罗德尼·META,,
Rogue Kaiser Gridman,ローグカイゼルグリッドマン,ja-JP,en-US,900808,轻巡,Light Cruiser,联动阵营,Collab,,,狂战帝王古立特,,
Roma,ローマ,ja-JP,en-US,605031,战列,Battleship,撒丁帝国,Sardegna Empire,,,罗马,,
Roon,ローン,ja-JP,en-US,499011,重巡,Heavy Cruiser,铁血,Iron Blood,,,罗恩,艾伯塔,
Roon μ,ローン(μ兵装),ja-JP,en-US,403081,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,罗恩(μ兵装),艾伯塔(μ兵装),
Royal Fortune,ロイヤル・フォーチュン,ja-JP,en-US,900405,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家财富号,,
Royal James,ロイヤル・ジェームズ,ja-JP,en-US,9600151,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家詹姆斯号,,
Royal Oak,ロイヤル・オーク,ja-JP,en-US,205141,战列,Battleship,皇家,Royal Navy,,,皇家橡树,,
Royal.META,アーク・ロイヤル(META),ja-JP,en-US,900334,正航,Aircraft Carrier,META,META,META,,皇家方舟·META,,
Ryu Lion,リュー・リオン,ja-JP,en-US,11400021,轻巡,Light Cruiser,联动阵营,Collab,,,琉·璃昂,,
Ryuuhou,龍鳳,ja-JP,en-US,306071,轻航,Light Carrier,重樱,Sakura Empire,,,龙凤,鸗,
Ryuujou,龍驤,ja-JP,en-US,306061,轻航,Light Carrier,重樱,Sakura Empire,,,龙骧,枭,
Saint Louis,サン・ルイ,ja-JP,en-US,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,路易九世,,
Sairenji Haruna,西連寺春菜,ja-JP,en-US,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
Sakawa,酒匂,ja-JP,en-US,302231,轻巡,Light Cruiser,重樱,Sakura Empire,,,酒匂,貄,
Salt Lake City,ソルトレイクシティ,ja-JP,en-US,103021,重巡,Heavy Cruiser,白鹰,Eagle Union,,,盐湖城,,
San Diego,サンディエゴ,ja-JP,en-US,102081,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣地亚哥,圣戴安娜,
San Francisco,サンフランシスコ,ja-JP,en-US,103141,重巡,Heavy Cruiser,白鹰,Eagle Union,,,旧金山,雾城,
San Jacinto,サン・ジャシント,ja-JP,en-US,107301,轻航,Light Carrier,白鹰,Eagle Union,,,圣哈辛托,,
San Juan,サンフアン,ja-JP,en-US,102221,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣胡安,,
Santa Fe,サンタフェ,ja-JP,en-US,102341,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣塔菲,,
Saratoga,サラトガ,ja-JP,en-US,107031,正航,Aircraft Carrier,白鹰,Eagle Union,,,萨拉托加,,
Scharnhorst,シャルンホルスト,ja-JP,en-US,404011,战巡,Battlecruiser,铁血,Iron Blood,,,沙恩霍斯特,格尔林德,
Scharnhorst META,シャルンホルスト(META),ja-JP,en-US,9704021,战巡,Battlecruiser,META,META,META,,沙恩霍斯特·META,格尔林德·META,
Scharnhorst.META,シャルンホルスト(META),ja-JP,en-US,9704021,战巡,Battlecruiser,META,META,META,,沙恩霍斯特·META,格尔林德·META,
Scylla,シラ,ja-JP,en-US,202331,轻巡,Light Cruiser,皇家,Royal Navy,,,斯库拉,,
Seattle,シアトル,ja-JP,en-US,199011,轻巡,Light Cruiser,白鹰,Eagle Union,,,西雅图,,
Sendai,川内,ja-JP,en-US,302121,轻巡,Light Cruiser,重樱,Sakura Empire,,,川内,貆,
Serri Glaus,セリ・グロース,ja-JP,en-US,10900051,正航,Aircraft Carrier,联动阵营,Collab,,,赛莉·古劳斯,,
Sevastopol,セヴァストポリ,ja-JP,en-US,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
Seydlitz,ザイドリッツ,ja-JP,en-US,404031,战巡,Battlecruiser,铁血,Iron Blood,,,塞德利茨,桑德菈,
Shandy,シャンディ,ja-JP,en-US,10600121,重巡,Heavy Cruiser,联动阵营,Collab,,,香迪,,
Shangri-La,シャングリラ,ja-JP,en-US,107381,正航,Aircraft Carrier,白鹰,Eagle Union,,,香格里拉,,
Sheffield,シェフィールド,ja-JP,en-US,202081,轻巡,Light Cruiser,皇家,Royal Navy,,,谢菲尔德,,
Sheffield META,シェフィールド(META),ja-JP,en-US,9702031,轻巡,Light Cruiser,META,META,META,,谢菲尔德·META,,
Sheffield μ,シェフィールド(μ兵装),ja-JP,en-US,202251,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,,谢菲尔德(μ兵装),,
Sheffield.META,シェフィールド(META),ja-JP,en-US,9702031,轻巡,Light Cruiser,META,META,META,,谢菲尔德·META,,
Shigure,時雨,ja-JP,en-US,301151,驱逐,Destroyer,重樱,Sakura Empire,,,时雨,栴,
Shimakaze,島風,ja-JP,en-US,301291,驱逐,Destroyer,重樱,Sakura Empire,,,岛风,芒,
Shimanto,四万十,ja-JP,en-US,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
Shinano,信濃,ja-JP,en-US,307081,正航,Aircraft Carrier,重樱,Sakura Empire,,,信浓,鵗,
Shinano-chan,信濃ちゃん,ja-JP,en-US,307141,正航,Aircraft Carrier,重樱,Sakura Empire,,,小信浓,小鵗,
Shirakami Fubuki,白上フブキ,ja-JP,en-US,900801,驱逐,Destroyer,联动阵营,Collab,,,白上吹雪,,
Shiranui,不知火,ja-JP,en-US,301181,驱逐,Destroyer,重樱,Sakura Empire,,,不知火,蒲,
Shiratsuyu,白露,ja-JP,en-US,301131,驱逐,Destroyer,重樱,Sakura Empire,,,白露,梿,
Shirayuki,白雪,ja-JP,en-US,301021,驱逐,Destroyer,重樱,Sakura Empire,,,白雪,杉,
Shizuku,しずく,ja-JP,en-US,10600111,战列,Battleship,联动阵营,Collab,,,雫,,
Shouhou,祥鳳,ja-JP,en-US,306051,轻航,Light Carrier,重樱,Sakura Empire,,,祥凤,鹞,
Shoukaku,翔鶴,ja-JP,en-US,307051,正航,Aircraft Carrier,重樱,Sakura Empire,,,翔鹤,鹬,
Shropshire,シュロップシャー,ja-JP,en-US,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,,什罗普郡,,
Sims,シムス,ja-JP,en-US,101241,驱逐,Destroyer,白鹰,Eagle Union,,,西姆斯,,
Siren Compiler,构建者,ja-JP,en-US,900506,正航,Aircraft Carrier,塞壬,Siren,,,构建者,,
Sirius,シリアス,ja-JP,en-US,202201,轻巡,Light Cruiser,皇家,Royal Navy,,,天狼星,,
Smalley,スモーリー,ja-JP,en-US,101421,驱逐,Destroyer,白鹰,Eagle Union,,,斯莫利,,
SMS Elbing,エルビング,ja-JP,en-US,402081,轻巡,Light Cruiser,铁血,Iron Blood,,,埃尔宾,埃尔薇菈,
SMS Emden,エムデン,ja-JP,en-US,402071,轻巡,Light Cruiser,铁血,Iron Blood,,,埃姆登,埃玛,
SMS Lützow,リュッツォウ,ja-JP,en-US,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
SMS Seydlitz,ザイドリッツ,ja-JP,en-US,404031,战巡,Battlecruiser,铁血,Iron Blood,,,塞德利茨,桑德菈,
SMS Thüringen,テューリンゲン,ja-JP,en-US,405041,战列,Battleship,铁血,Iron Blood,,,图林根,特鲁德,
SMS Yorck,ヨルク,ja-JP,en-US,403111,重巡,Heavy Cruiser,铁血,Iron Blood,,,约克,伊冯娜,
SN Admiral Nakhimov,アドミラル・ナヒーモフ,ja-JP,en-US,799021,正航,Aircraft Carrier,北方联合,Northern Parliament,,,纳希莫夫海军上将,,
SN Arkhangelsk,アルハンゲリスク,ja-JP,en-US,705061,战列,Battleship,北方联合,Northern Parliament,,,阿尔汉格尔斯克,,
SN Avrora,アヴローラ,ja-JP,en-US,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,,阿芙乐尔,,
SN Bogatyr,ボガトィーリ,ja-JP,en-US,702101,轻巡,Light Cruiser,北方联合,Northern Parliament,,,博加特里,,
SN Chapayev,チャパエフ,ja-JP,en-US,702031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,恰巴耶夫,,
SN Chkalov,チカロフ,ja-JP,en-US,799011,正航,Aircraft Carrier,北方联合,Northern Parliament,,,契卡洛夫,,
SN Dmitri Donskoi,ドミートリィ・ドンスコイ,ja-JP,en-US,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
SN Gangut,ガングート,ja-JP,en-US,705011,战列,Battleship,北方联合,Northern Parliament,,,甘古特,,
SN Gremyashchy,グレミャーシュチ,ja-JP,en-US,701071,驱逐,Destroyer,北方联合,Northern Parliament,,,雷鸣,,
SN Gromky,グロームキィ,ja-JP,en-US,701081,驱逐,Destroyer,北方联合,Northern Parliament,,,洪亮,,
SN Grozny,グロズヌイ,ja-JP,en-US,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
SN Kazan,カザン,ja-JP,en-US,705091,战列,Battleship,北方联合,Northern Parliament,,,喀山,,
SN Kiev,キエフ,ja-JP,en-US,701101,驱逐,Destroyer,北方联合,Northern Parliament,,,基辅,,
SN Kirov,キーロフ,ja-JP,en-US,702041,轻巡,Light Cruiser,北方联合,Northern Parliament,,,基洛夫,,
SN Krasny Kavkaz,クラースヌィイ・カフカース,ja-JP,en-US,702091,轻巡,Light Cruiser,北方联合,Northern Parliament,,,红色山脉,,
SN Kronshtadt,クロンシュタット,ja-JP,en-US,718011,超巡,Large Cruiser,北方联合,Northern Parliament,,,喀琅施塔得,,
SN Kursk,クルスク,ja-JP,en-US,703021,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,库尔斯克,,
