source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
Köln.META,쾰른·META,ko-KR,en-US,9702101,轻巡,Light Cruiser,META,META,META,,科隆·META,克劳迪亚·META,
Königsberg,쾨니히스베르크,ko-KR,en-US,402011,轻巡,Light Cruiser,铁血,Iron Blood,,,柯尼斯堡,阿尔伯缇娜,
L'Audacieux,로데슈,ko-KR,en-US,900444,驱逐,Destroyer,维希教廷,Vichya Dominion,,,果敢,,
L'Indomptable,랭동타블,ko-KR,en-US,901131,驱逐,Destroyer,维希教廷,Vichya Dominion,,,不屈,,
L'Opiniâtre,로피니아트르,ko-KR,en-US,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
La Galissonnière,라 갈리소니에르,ko-KR,en-US,902011,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,拉·加利索尼埃,,
La Galissonnière META,라 갈리소니에르·META,ko-KR,en-US,9702041,轻巡,Light Cruiser,META,META,META,,拉·加利索尼埃·META,,
La Galissonnière.META,라 갈리소니에르·META,ko-KR,en-US,9702041,轻巡,Light Cruiser,META,META,META,,拉·加利索尼埃·META,,
Laffey,라피,ko-KR,en-US,101171,驱逐,Destroyer,白鹰,Eagle Union,,,拉菲,,
Laffey II,라피Ⅱ,ko-KR,en-US,101511,驱逐,Destroyer,白鹰,Eagle Union,II型,,拉菲II,,
Lala Satalin Deviluke,라라 사타린 데빌룩,ko-KR,en-US,900473,重巡,Heavy Cruiser,联动阵营,Collab,,,菈菈·撒塔琳·戴比路克,,
Langley,랭글리,ko-KR,en-US,107011,轻航,Light Carrier,白鹰,Eagle Union,,,兰利,,
Langley II,랭글리Ⅱ,ko-KR,en-US,107271,轻航,Light Carrier,白鹰,Eagle Union,II型,,兰利II,,
Le Hardi,르 아르디,ko-KR,en-US,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,
Le Malin,르 말랭,ko-KR,en-US,901111,驱逐,Destroyer,维希教廷,Vichya Dominion,,,恶毒,,
Le Malin μ,르 말랭(μ장비),ko-KR,en-US,901121,驱逐,Destroyer,维希教廷,Vichya Dominion,μ兵装,,恶毒(μ兵装),,
Le Mars,르 마르스,ko-KR,en-US,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
Le Terrible,르 테리블,ko-KR,en-US,801071,驱逐,Destroyer,自由鸢尾,Iris Libre,,,可怖,,
Le Triomphant,르 트리옹팡,ko-KR,en-US,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
Le Téméraire,르 테메레르,ko-KR,en-US,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,,鲁莽,,
Le Téméraire μ,르 테메레르(μ장비),ko-KR,en-US,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,,鲁莽(μ兵装),,
Leander,리엔더,ko-KR,en-US,202011,轻巡,Light Cruiser,皇家,Royal Navy,,,利安得,,
Leipzig,라이프치히,ko-KR,en-US,402041,轻巡,Light Cruiser,铁血,Iron Blood,,,莱比锡,莉普莎,
Lena,꼬마 헬레나,ko-KR,en-US,102191,轻巡,Light Cruiser,白鹰,Eagle Union,,,小海伦娜,,
Lenja,레이냐,ko-KR,en-US,900516,驱逐,Destroyer,联动阵营,Collab,,,蕾妮雅,,
Leonardo da Vinci,레오나르도 다 빈치,ko-KR,en-US,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,莱昂纳多·达·芬奇,,
Lexington,렉싱턴,ko-KR,en-US,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,,列克星敦,,
Lexington II,렉싱턴Ⅱ,ko-KR,en-US,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,列克星敦II,,
Li'l Sandy,꼬마 샌디에이고,ko-KR,en-US,102211,轻巡,Light Cruiser,白鹰,Eagle Union,,,小圣地亚哥,小圣戴安娜,
Libeccio,리베치오,ko-KR,en-US,601051,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西南风,,
Lila Decyrus,릴라 디자이어스,ko-KR,en-US,10900041,重巡,Heavy Cruiser,联动阵营,Collab,,,莉拉·德西亚斯,,
Lion,라이온,ko-KR,en-US,205161,战列,Battleship,皇家,Royal Navy,,,狮,,
Little Anchorage,꼬마 앵커리지,ko-KR,en-US,103291,重巡,Heavy Cruiser,白鹰,Eagle Union,,,小安克雷奇,,
Little Bel,꼬마 벨파스트,ko-KR,en-US,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,
Little Cheshire,꼬마 체셔,ko-KR,en-US,203101,重巡,Heavy Cruiser,皇家,Royal Navy,,,小柴郡,,
Little Enterprise,꼬마 엔터프라이즈,ko-KR,en-US,107991,正航,Aircraft Carrier,白鹰,Eagle Union,,,小企业,,
Little Formidable,꼬마 포미더블,ko-KR,en-US,207131,正航,Aircraft Carrier,皇家,Royal Navy,,,小可畏,,
Little Friedrich,꼬마 프리드리히,ko-KR,en-US,405061,战列,Battleship,铁血,Iron Blood,,,小腓特烈,小腓德雷卡,
Little Illustrious,꼬마 일러스트리어스,ko-KR,en-US,207091,正航,Aircraft Carrier,皇家,Royal Navy,,,小光辉,,
Little Prinz Eugen,꼬마 프린츠 오이겐,ko-KR,en-US,403121,重巡,Heavy Cruiser,铁血,Iron Blood,,,小欧根,小萨沃伊,
Little Renown,꼬마 리나운,ko-KR,en-US,204041,战巡,Battlecruiser,皇家,Royal Navy,,,小声望,,
Little Spee,꼬마 슈피,ko-KR,en-US,403131,重巡,Heavy Cruiser,铁血,Iron Blood,,,小斯佩,小休贝塔,
Little Ägir,꼬마 에기르,ko-KR,en-US,403161,超巡,Large Cruiser,铁血,Iron Blood,,,小埃吉尔,小埃格妮丝,
Littorio,리토리오,ko-KR,en-US,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
Liverpool,리버풀,ko-KR,en-US,202341,轻巡,Light Cruiser,皇家,Royal Navy,,,利物浦,,
London,런던,ko-KR,en-US,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,,伦敦,,
Long Island,롱 아일랜드,ko-KR,en-US,106011,轻航,Light Carrier,白鹰,Eagle Union,,,长岛,,
Louisville,루이빌,ko-KR,en-US,103271,重巡,Heavy Cruiser,白鹰,Eagle Union,,,路易斯维尔,,
Luna,루나,ko-KR,en-US,10600081,轻航,Light Carrier,联动阵营,Collab,,,露娜,,
Lung Wu,롱우,ko-KR,en-US,501051,驱逐,Destroyer,东煌,Dragon Empery,,,龙武,,
Lyme,라임,ko-KR,en-US,9600131,风帆,Sailing Frigate,飓风船团,Tempesta,,,莱姆号,,
Lyon,리옹,ko-KR,en-US,805021,战列,Battleship,自由鸢尾,Iris Libre,,,里昂,,
Lützow,뤼초,ko-KR,en-US,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
Maestrale,마에스트라레,ko-KR,en-US,601041,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西北风,,
Magdeburg,마그데부르크,ko-KR,en-US,402061,轻巡,Light Cruiser,铁血,Iron Blood,,,马格德堡,马格达莱娜,
Maggiore Baracca,마조레 바라카,ko-KR,en-US,608031,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,巴拉卡少校,,
Maillé Brézé,마이예 브레제,ko-KR,en-US,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,,马耶·布雷泽,,
Mainz,마인츠,ko-KR,en-US,499031,轻巡,Light Cruiser,铁血,Iron Blood,,,美因茨,米兹,
Makinami,마키나미,ko-KR,en-US,301801,驱逐,Destroyer,重樱,Sakura Empire,,,卷波,棬,
Mami Futami,후타미 마미,ko-KR,en-US,10700071,潜艇,Submarine,联动阵营,Collab,,,双海真美,,
Manchester,맨체스터,ko-KR,en-US,202091,轻巡,Light Cruiser,皇家,Royal Navy,,,曼彻斯特,,
Marblehead,마블헤드,ko-KR,en-US,102271,轻巡,Light Cruiser,白鹰,Eagle Union,,,马布尔黑德,,
Marco Polo,마르코 폴로,ko-KR,en-US,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,,马可波罗,,
Marie Rose,마리 로즈,ko-KR,en-US,10600011,驱逐,Destroyer,联动阵营,Collab,,,玛莉萝丝,,
Marseillaise,마르세예즈,ko-KR,en-US,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,马赛曲,,
Mary Celeste,메리 셀러스트,ko-KR,en-US,900462,风帆,Sailing Frigate,飓风船团,Tempesta,,,玛丽·西莱斯特号,,
Maryland,메릴랜드,ko-KR,en-US,105101,战列,Battleship,白鹰,Eagle Union,,,马里兰,,
Massachusetts,매사추세츠,ko-KR,en-US,105191,战列,Battleship,白鹰,Eagle Union,,,马萨诸塞,,
Masséna,마세나,ko-KR,en-US,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,,马塞纳,,
Matchless,매치리스,ko-KR,en-US,201261,驱逐,Destroyer,皇家,Royal Navy,,,无敌,,
Matsukaze,마츠카제,ko-KR,en-US,301311,驱逐,Destroyer,重樱,Sakura Empire,,,松风,棡,
Maury,모리,ko-KR,en-US,101081,驱逐,Destroyer,白鹰,Eagle Union,,,莫里,,
Maya,마야,ko-KR,en-US,303131,重巡,Heavy Cruiser,重樱,Sakura Empire,,,摩耶,犮,
McCall,맥콜,ko-KR,en-US,101071,驱逐,Destroyer,白鹰,Eagle Union,,,麦考尔,,
Mecklenburg,메클렌부르크,ko-KR,en-US,499101,战列,Battleship,铁血,Iron Blood,,,梅克伦堡,梅克琳达,
Memphis,멤피스,ko-KR,en-US,102161,轻巡,Light Cruiser,白鹰,Eagle Union,,,孟菲斯,,
Memphis META,멤피스·META,ko-KR,en-US,900390,轻巡,Light Cruiser,META,META,META,,孟菲斯·META,,
Memphis.META,멤피스·META,ko-KR,en-US,900390,轻巡,Light Cruiser,META,META,META,,孟菲斯·META,,
Michishio,미치시오,ko-KR,en-US,301651,驱逐,Destroyer,重樱,Sakura Empire,,,满潮,樠,
Mikasa,미카사,ko-KR,en-US,305111,战列,Battleship,重樱,Sakura Empire,,,三笠,鲐,
Mikazuki,미카즈키,ko-KR,en-US,301411,驱逐,Destroyer,重樱,Sakura Empire,,,三日月,檧,
Mikuma,미쿠마,ko-KR,en-US,302111,轻巡,Light Cruiser,重樱,Sakura Empire,,,三隈,狻,
Miller,밀러,ko-KR,en-US,101531,驱逐,Destroyer,白鹰,Eagle Union,,,米勒,,
Minase,미나세,ko-KR,en-US,302271,轻巡,Light Cruiser,重樱,Sakura Empire,,,水无濑,鼯,
Minato Aqua,미나토 아쿠아,ko-KR,en-US,900807,潜艇,Submarine,联动阵营,Collab,,,湊阿库娅,,
Minazuki,미나즈키,ko-KR,en-US,301371,驱逐,Destroyer,重樱,Sakura Empire,,,水无月,杌,
Minneapolis,미니애폴리스,ko-KR,en-US,103131,重巡,Heavy Cruiser,白鹰,Eagle Union,,,明尼阿波利斯,,
Minsk,민스크,ko-KR,en-US,701031,驱逐,Destroyer,北方联合,Northern Parliament,,,明斯克,,
Misaki,미사키,ko-KR,en-US,10600041,轻巡,Light Cruiser,联动阵营,Collab,,,海咲,,
Miyuki,미유키,ko-KR,en-US,301041,驱逐,Destroyer,重樱,Sakura Empire,,,深雪,梧,
MNF Algérie,알제리,ko-KR,en-US,903021,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,阿尔及利亚,,
MNF Clemenceau,클레망소,ko-KR,en-US,905021,战列,Battleship,维希教廷,Vichya Dominion,,,克莱蒙梭,,
MNF Dunkerque,됭케르크,ko-KR,en-US,904011,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,敦刻尔克,,
MNF Dupleix,듀플렉스,ko-KR,en-US,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
MNF Flandre,플랑드르,ko-KR,en-US,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
MNF Fleuret,플뢰레,ko-KR,en-US,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,,花剑,,
MNF Foch,포슈,ko-KR,en-US,903011,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,福煦,,
MNF Gascogne,가스코뉴,ko-KR,en-US,900399,战列,Battleship,皇家,Royal Navy,,,加斯科涅,,가스코뉴 [皇家 战列] | 가스코뉴(μ장비) [维希教廷 战列]
MNF Gascogne,가스코뉴(μ장비),ko-KR,en-US,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,가스코뉴 [皇家 战列] | 가스코뉴(μ장비) [维希教廷 战列]
MNF Jean Bart,장 바르,ko-KR,en-US,905011,战列,Battleship,维希教廷,Vichya Dominion,,,让·巴尔,简·布罗伊,
MNF Joffre,조프르,ko-KR,en-US,907011,正航,Aircraft Carrier,维希教廷,Vichya Dominion,,,霞飞,,
MNF Kersaint,케르생,ko-KR,en-US,901041,驱逐,Destroyer,维希教廷,Vichya Dominion,,,凯尔圣,,
MNF L'Audacieux,로데슈,ko-KR,en-US,900444,驱逐,Destroyer,维希教廷,Vichya Dominion,,,果敢,,
MNF L'Indomptable,랭동타블,ko-KR,en-US,901131,驱逐,Destroyer,维希教廷,Vichya Dominion,,,不屈,,
MNF La Galissonnière,라 갈리소니에르,ko-KR,en-US,902011,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,拉·加利索尼埃,,
MNF Le Malin,르 말랭,ko-KR,en-US,901111,驱逐,Destroyer,维希教廷,Vichya Dominion,,,恶毒,,르 말랭 [维希教廷 驱逐] | 르 말랭(μ장비) [维希教廷 驱逐]
MNF Le Malin,르 말랭(μ장비),ko-KR,en-US,901121,驱逐,Destroyer,维希教廷,Vichya Dominion,μ兵装,,恶毒(μ兵装),,르 말랭 [维希教廷 驱逐] | 르 말랭(μ장비) [维希教廷 驱逐]
MNF Le Mars,르 마르스,ko-KR,en-US,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
MNF Marseillaise,마르세예즈,ko-KR,en-US,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,马赛曲,,
MNF Mogador,모가도르,ko-KR,en-US,900809,驱逐,Destroyer,维希教廷,Vichya Dominion,,,莫加多尔,,
MNF Strasbourg,스트라스부르,ko-KR,en-US,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
MNF Tartu,타르투,ko-KR,en-US,901021,驱逐,Destroyer,维希教廷,Vichya Dominion,,,塔尔图,,
MNF Vauquelin,보클랭,ko-KR,en-US,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,,沃克兰,,
MNF Épée,에페,ko-KR,en-US,901061,驱逐,Destroyer,维希教廷,Vichya Dominion,,,重剑,,
Mogador,모가도르,ko-KR,en-US,900809,驱逐,Destroyer,维希教廷,Vichya Dominion,,,莫加多尔,,
Mogami,모가미,ko-KR,en-US,302101,轻巡,Light Cruiser,重樱,Sakura Empire,,,最上,猨,
Momo Belia Deviluke,모모 베리아 데빌룩,ko-KR,en-US,900475,轻巡,Light Cruiser,联动阵营,Collab,,,梦梦·贝莉雅·戴比路克,,
Monarch,모나크,ko-KR,en-US,299021,战列,Battleship,皇家,Royal Navy,,,君主,,
Monica,모니카,ko-KR,en-US,10600071,轻巡,Light Cruiser,联动阵营,Collab,,,莫妮卡,,
Montpelier,몬트필리어,ko-KR,en-US,102141,轻巡,Light Cruiser,白鹰,Eagle Union,,,蒙彼利埃,,
Morrison,모리슨,ko-KR,en-US,101471,驱逐,Destroyer,白鹰,Eagle Union,,,莫里森,赛普拉斯,
Moskva,모스크바,ko-KR,en-US,703031,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,莫斯科,,
MOT Adventure,어드벤처,ko-KR,en-US,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,,冒险号,,
MOT Adventure Galley,어드벤처 갤리,ko-KR,en-US,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,,加里冒险号,,
MOT Adventure Portsmouth,포츠머스 어드벤처,ko-KR,en-US,900466,风帆,Sailing Frigate,飓风船团,Tempesta,,,朴茨茅斯冒险号,,
MOT Dolphin,돌핀,ko-KR,en-US,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,,海豚号,,
MOT Fancy,팬시,ko-KR,en-US,9600081,风帆,Sailing Frigate,飓风船团,Tempesta,,,幻想号,,
MOT Ganj-i-Sawai,건스웨이,ko-KR,en-US,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
MOT Golden Hind,골든 하인드,ko-KR,en-US,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,,金鹿号,,
MOT Lyme,라임,ko-KR,en-US,9600131,风帆,Sailing Frigate,飓风船团,Tempesta,,,莱姆号,,
MOT Mary Celeste,메리 셀러스트,ko-KR,en-US,900462,风帆,Sailing Frigate,飓风船团,Tempesta,,,玛丽·西莱斯特号,,
MOT Pearl,펄,ko-KR,en-US,9600141,风帆,Sailing Frigate,飓风船团,Tempesta,,,珍珠号,,
MOT Queen Anne's Revenge,퀸 앤즈 리벤지,ko-KR,en-US,9600121,风帆,Sailing Frigate,飓风船团,Tempesta,,,安妮女王复仇号,,
MOT Royal Fortune,로열 포춘,ko-KR,en-US,900405,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家财富号,,
MOT Royal James,로열 제임스,ko-KR,en-US,9600151,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家詹姆斯号,,
MOT São Martinho,상 마르티뉴,ko-KR,en-US,900463,风帆,Sailing Frigate,飓风船团,Tempesta,,,圣马丁号,,
MOT Whydah,위다,ko-KR,en-US,9600051,风帆,Sailing Frigate,飓风船团,Tempesta,,,维达号,,
Mujina,무지나,ko-KR,en-US,10800071,战列,Battleship,联动阵营,Collab,,,貉,,
Mullany,멀라니,ko-KR,en-US,101391,驱逐,Destroyer,白鹰,Eagle Union,,,马拉尼,,
Murasaki,무라사키,ko-KR,en-US,11000061,轻航,Light Carrier,联动阵营,Collab,,,紫,,
Murasaki Shion,무라사키 시온,ko-KR,en-US,900805,轻航,Light Carrier,联动阵营,Collab,,,紫咲诗音,,
Murmansk,무르만스크,ko-KR,en-US,702061,轻巡,Light Cruiser,北方联合,Northern Parliament,,,摩尔曼斯克,,
Musashi,무사시,ko-KR,en-US,305101,战列,Battleship,重樱,Sakura Empire,,,武藏,鳄,
Musketeer,머스킷티어,ko-KR,en-US,201271,驱逐,Destroyer,皇家,Royal Navy,,,火枪手,,
Mutsu,무츠,ko-KR,en-US,305061,战列,Battleship,重樱,Sakura Empire,,,陆奥,鲛,
Mutsuki,무츠키,ko-KR,en-US,301321,驱逐,Destroyer,重樱,Sakura Empire,,,睦月,松,
Myoukou,묘코,ko-KR,en-US,303071,重巡,Heavy Cruiser,重樱,Sakura Empire,,,妙高,獌,
Nachi,나치,ko-KR,en-US,303081,重巡,Heavy Cruiser,重樱,Sakura Empire,,,那智,狏,
Naganami,나가나미,ko-KR,en-US,301831,驱逐,Destroyer,重樱,Sakura Empire,,,长波,苌,
Nagara,나가라,ko-KR,en-US,302041,轻巡,Light Cruiser,重樱,Sakura Empire,,,长良,貊,
Nagato,나가토,ko-KR,en-US,305051,战列,Battleship,重樱,Sakura Empire,,,长门,鲨,
Nagato META,나가토·META,ko-KR,en-US,900459,战列,Battleship,META,META,META,,长门·META,鲨·META,
Nagato.META,나가토·META,ko-KR,en-US,900459,战列,Battleship,META,META,META,,长门·META,鲨·META,
Nagatsuki,나가츠키,ko-KR,en-US,301391,驱逐,Destroyer,重樱,Sakura Empire,,,长月,枨,
Nagisa,나기사,ko-KR,en-US,10600051,战列,Battleship,联动阵营,Collab,,,凪咲,,
Naka,나카,ko-KR,en-US,302141,轻巡,Light Cruiser,重樱,Sakura Empire,,,那珂,豻,
Nakiri Ayame,나키리 아야메,ko-KR,en-US,900803,重巡,Heavy Cruiser,联动阵营,Collab,,,百鬼绫目,,
Namiko,나미코,ko-KR,en-US,10800041,重巡,Heavy Cruiser,联动阵营,Collab,,,奈美子,,
Nana Asta Deviluke,나나 아스타 데빌룩,ko-KR,en-US,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
Nana Astar Deviluke,나나 아스타 데빌룩,ko-KR,en-US,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
Napoli,나폴리,ko-KR,en-US,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
Natori,나토리,ko-KR,en-US,302061,轻巡,Light Cruiser,重樱,Sakura Empire,,,名取,猽,
Natsuiro Matsuri,나츠이로 마츠리,ko-KR,en-US,900802,驱逐,Destroyer,联动阵营,Collab,,,夏色祭,,
Nautilus,노틸러스,ko-KR,en-US,108071,潜艇,Submarine,白鹰,Eagle Union,,,鹦鹉螺,,
Nayoro,나요로,ko-KR,en-US,302291,轻巡,Light Cruiser,重樱,Sakura Empire,,,名寄,貀,
Nelson,넬슨,ko-KR,en-US,205031,战列,Battleship,皇家,Royal Navy,,,纳尔逊,,
Neptune,넵튠,ko-KR,en-US,299011,轻巡,Light Cruiser,皇家,Royal Navy,,,海王星,,
Nevada,네바다,ko-KR,en-US,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
Nevada META,네바다·META,ko-KR,en-US,9705091,战列,Battleship,META,META,META,,内华达·META,,
Nevada.META,네바다·META,ko-KR,en-US,9705091,战列,Battleship,META,META,META,,内华达·META,,
New Jersey,뉴저지,ko-KR,en-US,105171,战列,Battleship,白鹰,Eagle Union,,,新泽西,花园,
New Orleans,뉴올리언스,ko-KR,en-US,103121,重巡,Heavy Cruiser,白鹰,Eagle Union,,,新奥尔良,,
Newcastle,뉴캐슬,ko-KR,en-US,202191,轻巡,Light Cruiser,皇家,Royal Navy,,,纽卡斯尔,,
Nicholas,니콜라스,ko-KR,en-US,101311,驱逐,Destroyer,白鹰,Eagle Union,,,尼古拉斯,,
Nicoloso da Recco,니콜로소 다 레코,ko-KR,en-US,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
Nidaime,2대,ko-KR,en-US,10800081,航战,Aviation Battleship,联动阵营,Collab,,,第二代,,
Niizuki,니이즈키,ko-KR,en-US,301561,驱逐,Destroyer,重樱,Sakura Empire,,,新月,枥,
Nina Friede,니나 프리드,ko-KR,en-US,900518,战列,Battleship,联动阵营,Collab,,,妮娜·弗里德,,
Ning Hai,닝하이,ko-KR,en-US,502021,轻巡,Light Cruiser,东煌,Dragon Empery,,,宁海,,
Noire,느와르,ko-KR,en-US,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,,诺瓦露,,
Norfolk,노포크,ko-KR,en-US,203051,重巡,Heavy Cruiser,皇家,Royal Navy,,,诺福克,,
North Carolina,노스캐롤라이나,ko-KR,en-US,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
Northampton,노샘프턴,ko-KR,en-US,103031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,北安普敦,,
Northampton II,노샘프턴Ⅱ,ko-KR,en-US,103261,重巡,Heavy Cruiser,白鹰,Eagle Union,II型,,北安普敦II,,
Noshiro,노시로,ko-KR,en-US,302211,轻巡,Light Cruiser,重樱,Sakura Empire,,,能代,貅,
Noshiro μ,노시로(μ장비),ko-KR,en-US,302241,轻巡,Light Cruiser,重樱,Sakura Empire,μ兵装,,能代(μ兵装),貅(μ兵装),
Nowaki,노와키,ko-KR,en-US,301201,驱逐,Destroyer,重樱,Sakura Empire,,,野分,苓,
Nubian,누비안,ko-KR,en-US,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
Nyotengu,뇨텐구,ko-KR,en-US,10600061,正航,Aircraft Carrier,联动阵营,Collab,,,女天狗,,
Nürnberg,뉘른베르크,ko-KR,en-US,402051,轻巡,Light Cruiser,铁血,Iron Blood,,,纽伦堡,诺菈,
Observer zero,옵저버 제로,ko-KR,en-US,900136,正航,Aircraft Carrier,白鹰,Eagle Union,,,观察者-零,,
Odin,오딘,ko-KR,en-US,499041,战巡,Battlecruiser,铁血,Iron Blood,,,奥丁,沃登,
Ognevoy,오그네보이,ko-KR,en-US,701111,驱逐,Destroyer,北方联合,Northern Parliament,,,火力,,
Oite,오이테,ko-KR,en-US,301851,驱逐,Destroyer,重樱,Sakura Empire,,,追风,椎,
Oklahoma,오클라호마,ko-KR,en-US,105021,战列,Battleship,白鹰,Eagle Union,,,俄克拉荷马,,
Oleg,올레그,ko-KR,en-US,702081,轻巡,Light Cruiser,北方联合,Northern Parliament,,,奥列格,,
Omaha,오마하,ko-KR,en-US,102011,轻巡,Light Cruiser,白鹰,Eagle Union,,,奥马哈,,
Ooshio,오오시오,ko-KR,en-US,301641,驱逐,Destroyer,重樱,Sakura Empire,,,大潮,荙,
Origami Tobiichi,토비이치 오리가미,ko-KR,en-US,11500021,正航,Aircraft Carrier,联动阵营,Collab,,,鸢一折纸,,
Otto von Alvensleben,오토 폰 알벤슬레벤,ko-KR,en-US,401991,驱逐,Destroyer,铁血,Iron Blood,,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
Oumi,오미,ko-KR,en-US,305161,战列,Battleship,重樱,Sakura Empire,,,近江,鳉,
Owari,오와리,ko-KR,en-US,305131,战列,Battleship,重樱,Sakura Empire,,,尾张,鳂,
Oyashio,오야시오,ko-KR,en-US,301281,驱逐,Destroyer,重樱,Sakura Empire,,,亲潮,藮,
Ozornoy,오조르노이,ko-KR,en-US,701131,驱逐,Destroyer,北方联合,Northern Parliament,,,顽皮,,
Painlevé,팽르베,ko-KR,en-US,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
Pamiat' Merkuria,파먀티 메르쿠리야,ko-KR,en-US,702021,轻巡,Light Cruiser,北方联合,Northern Parliament,,,水星纪念,,
Pamiat' Merkuria META,파먀티 메르쿠리야·META,ko-KR,en-US,9702071,轻巡,Light Cruiser,META,META,META,,水星纪念·META,,
Pamiat' Merkuria.META,파먀티 메르쿠리야·META,ko-KR,en-US,9702071,轻巡,Light Cruiser,META,META,META,,水星纪念·META,,
Pasadena,패서디나,ko-KR,en-US,102351,轻巡,Light Cruiser,白鹰,Eagle Union,,,帕萨迪纳,,
